Fecha,Hora,CO(ppm),O3 (ppb),SO2 (ppb),NO (pbb),NO2 (pbb),NOX (pbb),PM10 (µg/m3)-Promedio de 24 horas
2013-01-17,18,<LD,9,0.3,1.3,2.7,3.7,49.2
2013-01-17,19,<LD,9,0.3,1.9,1.9,3.2,49.8
2013-01-17,20,<LD,8,0.3,0.4,1.4,1.4,47.3
2013-01-17,21,<LD,2,0.3,1.5,6.9,8.7,39.6
2013-01-17,22,<LD,2,0.3,1.9,6.3,8.2,38.7
2013-01-17,23,<LD,2,0.3,2.9,5.0,7.8,37.4
2013-01-18,00,<LD,1,0.3,1.4,5.0,6.4,36.2
2013-01-18,01,<LD,3,0.3,1.0,3.0,4.0,34.9
2013-01-18,02,<LD,3,0.3,0.7,2.6,3.2,32.8
2013-01-18,03,<LD,4,0.3,0.3,2.1,2.0,32.1
2013-01-18,04,<LD,3,0.3,0.3,2.2,2.2,31.8
2013-01-18,05,<LD,1,0.3,3.5,5.5,9.0,31.5
2013-01-18,06,<LD,<LD,0.3,4.1,4.5,8.6,31.9
2013-01-18,07,<LD,1,0.3,5.5,3.8,9.4,33.0
2013-01-18,08,<LD,2,0.4,14.9,5.6,19.5,34.0
2013-01-18,09,<LD,4,0.4,11.2,5.4,16.3,35.7
2013-01-18,10,<LD,9,0.4,5.0,4.5,9.6,37.2
2013-01-18,11,<LD,13,0.3,5.8,8.3,14.0,38.7
2013-01-18,12,<LD,12,0.3,3.3,3.6,7.0,39.5
2013-01-18,13,<LD,15,0.3,1.5,2.5,3.7,37.7
2013-01-18,14,<LD,14,0.3,0.9,1.9,2.8,41.9
2013-01-18,15,<LD,12,0.3,5.8,4.8,9.6,46.8
2013-01-18,16,<LD,12,0.3,1.2,2.4,3.6,48.3
2013-01-18,17,<LD,12,0.3,1.9,2.8,4.7,49.3
2013-01-18,18,<LD,12,0.3,3.5,2.7,5.1,50.7
2013-01-18,19,<LD,11,0.3,0.2,1.0,0.9,52.7
2013-01-18,20,<LD,11,0.3,0.3,1.5,1.4,57.2
2013-01-18,21,<LD,10,0.3,0.2,1.8,1.5,59.9
2013-01-18,22,<LD,9,0.3,0.4,1.5,1.7,62.1
2013-01-18,23,<LD,7,0.3,0.8,2.1,2.7,62.3
2013-01-19,00,<LD,6,0.3,1.3,2.6,3.8,62.4
2013-01-19,01,<LD,6,0.3,0.5,1.9,2.4,62.7
2013-01-19,02,<LD,6,0.3,0.3,1.2,1.1,62.9
2013-01-19,03,<LD,6,0.3,0.3,1.9,1.9,63.0
2013-01-19,04,<LD,5,0.3,0.3,1.7,1.7,63.4
2013-01-19,05,<LD,4,0.3,0.7,2.5,3.0,63.6
2013-01-19,06,<LD,3,0.3,1.5,4.7,6.9,63.7
2013-01-19,07,<LD,5,0.3,4.6,4.4,9.1,63.4
2013-01-19,08,<LD,8,0.3,4.9,4.3,9.1,62.6
2013-01-19,09,<LD,10,0.3,2.5,2.3,4.9,62.6
2013-01-19,10,<LD,10,0.3,1.8,1.6,3.2,64.2
2013-01-19,11,<LD,10,0.3,1.4,1.4,2.4,67.6
2013-01-19,12,<LD,10,0.3,0.4,0.5,0.8,76.5
2013-01-19,13,<LD,10,0.3,1.9,1.0,2.4,92.1
2013-01-19,14,<LD,9,0.3,1.1,0.9,1.8,97.1
2013-01-19,15,<LD,9,0.3,2.1,1.5,3.6,98.7
2013-01-19,16,<LD,9,0.4,1.3,1.3,2.9,97.6
2013-01-19,17,<LD,9,0.3,0.4,0.5,0.7,94.3
2013-01-19,18,<LD,9,0.3,0.2,0.2,0.2,91.8
2013-01-19,19,<LD,9,0.4,0.3,0.4,0.4,89.1
2013-01-19,20,<LD,8,0.3,0.2,1.2,1.3,85.3
2013-01-19,21,<LD,7,0.3,0.3,1.7,1.6,83.0
2013-01-19,22,<LD,6,0.3,0.3,1.7,1.8,80.7
2013-01-19,23,<LD,5,0.3,0.3,1.4,1.2,80.3
2013-01-20,00,<LD,4,0.3,1.2,2.9,3.7,80.2
2013-01-20,01,<LD,4,0.3,4.1,3.5,7.0,80.4
2013-01-20,02,<LD,4,0.3,0.2,1.0,0.8,80.3
2013-01-20,03,<LD,5,0.3,0.3,0.9,0.7,80.3
2013-01-20,04,<LD,5,0.3,0.3,0.9,0.7,80.2
2013-01-20,05,<LD,4,0.3,0.3,1.1,0.9,80.0
2013-01-20,06,<LD,2,0.3,1.1,2.6,3.6,79.9
2013-01-20,07,<LD,4,0.3,1.5,2.0,3.5,79.5
2013-01-20,08,<LD,6,0.3,2.4,2.8,5.1,79.5
2013-01-20,09,<LD,8,0.4,1.0,1.5,2.6,78.4
2013-01-20,10,<LD,12,0.3,0.9,1.3,2.0,75.6
2013-01-20,11,<LD,18,0.4,3.7,6.6,10.6,69.8
2013-01-20,12,<LD,14,0.4,5.1,6.8,12.0,57.2
2013-01-20,13,<LD,17,0.4,2.4,4.4,6.9,41.7
2013-01-20,14,<LD,20,0.4,1.2,3.3,4.5,30.6
2013-01-20,15,<LD,16,0.4,0.3,0.6,0.7,24.1
2013-01-20,16,<LD,14,0.3,0.3,0.5,0.4,23.4
2013-01-20,17,<LD,14,0.3,0.3,0.4,0.4,25.7
2013-01-20,18,<LD,12,0.3,0.2,0.5,0.5,27.6
2013-01-20,19,<LD,11,0.3,0.2,0.7,0.4,27.8
2013-01-20,20,<LD,11,0.3,0.5,3.9,3.9,26.6
2013-01-20,21,<LD,9,0.3,2.0,8.4,10.3,27.1
2013-01-20,22,<LD,5,0.3,0.5,9.1,9.4,29.4
2013-01-20,23,<LD,1,0.3,3.3,11.2,14.6,32.0
2013-01-21,00,<LD,2,0.4,1.2,9.4,10.6,33.8
2013-01-21,01,<LD,4,0.4,1.1,8.3,9.1,35.4
2013-01-21,02,<LD,7,0.4,0.5,6.3,6.4,36.0
2013-01-21,03,0.05,8,0.4,0.4,4.6,4.5,36.6
2013-01-21,04,<LD,3,0.4,2.5,9.7,10.9,37.3
2013-01-21,05,<LD,6,0.4,13.8,11.9,20.4,38.3
2013-01-21,06,<LD,7,0.4,16.6,16.3,35.8,39.8
2013-01-21,07,<LD,8,0.4,8.7,7.9,16.0,42.5
2013-01-21,08,<LD,11,0.4,7.0,6.0,12.9,46.5
2013-01-21,09,<LD,16,0.4,4.6,4.6,8.7,52.0
2013-01-21,10,<LD,17,0.4,3.5,4.9,8.3,55.9
2013-01-21,11,<LD,18,0.4,7.0,7.6,13.6,60.0
2013-01-21,12,<LD,18,0.4,3.4,6.1,9.4,62.4
2013-01-21,13,<LD,19,0.4,2.7,3.5,5.9,64.2
2013-01-21,14,<LD,19,0.4,4.9,6.4,11.2,66.4
2013-01-21,15,<LD,20,0.3,3.2,4.0,6.8,66.4
2013-01-21,16,<LD,19,0.4,3.2,3.6,6.4,67.8
2013-01-21,17,<LD,17,0.4,4.4,7.0,11.0,68.0
2013-01-21,18,<LD,19,0.4,1.7,3.2,4.4,66.8
2013-01-21,19,<LD,17,0.4,1.1,5.2,6.2,67.4
2013-01-21,20,<LD,16,0.4,1.3,4.9,5.4,69.6
2013-01-21,21,<LD,14,0.3,0.4,6.6,6.6,70.8
2013-01-21,22,<LD,13,0.3,0.9,5.3,5.1,70.6
2013-01-21,23,<LD,13,0.3,0.4,4.4,4.3,69.4
2013-01-22,00,<LD,12,0.3,0.4,6.0,6.0,68.8
2013-01-22,01,<LD,12,0.3,0.3,4.3,4.3,67.4
2013-01-22,02,<LD,13,0.3,0.2,2.4,2.1,67.6
2013-01-22,03,<LD,13,0.3,0.7,2.1,2.1,67.7
2013-01-22,04,<LD,13,0.3,0.2,1.9,1.5,67.6
2013-01-22,05,<LD,14,0.3,0.9,2.9,3.0,67.4
2013-01-22,06,<LD,15,0.3,3.1,4.7,6.9,67.9
2013-01-22,07,<LD,11,0.3,5.1,6.4,11.4,68.7
2013-01-22,08,<LD,12,0.3,5.7,5.6,10.9,73.0
2013-01-22,09,<LD,14,0.4,3.0,3.2,5.7,77.6
2013-01-22,10,<LD,16,0.4,2.0,3.7,5.6,81.4
2013-01-22,11,<LD,17,0.5,4.1,4.7,8.2,83.0
2013-01-22,12,<LD,18,0.4,4.5,5.0,8.3,84.2
2013-01-22,13,<LD,20,0.4,1.6,3.1,4.5,84.9
2013-01-22,14,<LD,20,0.4,2.5,3.3,5.2,86.1
2013-01-22,15,<LD,21,0.4,2.4,2.9,4.1,86.7
2013-01-22,16,<LD,20,0.4,2.3,4.9,6.8,86.3
2013-01-22,17,<LD,21,0.4,4.1,3.5,5.0,86.4
2013-01-22,18,<LD,21,0.4,1.4,6.3,7.2,87.9
2013-01-22,19,<LD,20,0.4,1.3,3.1,3.8,89.9
2013-01-22,20,<LD,19,0.3,0.3,3.5,3.3,90.3
2013-01-22,21,<LD,18,0.3,0.5,3.6,3.4,90.3
2013-01-22,22,<LD,17,0.3,0.4,4.1,3.8,89.7
2013-01-22,23,<LD,17,0.3,0.3,2.9,2.6,89.9
2013-01-23,00,<LD,17,0.3,0.2,2.8,2.4,90.0
2013-01-23,01,<LD,18,0.3,0.8,1.9,1.6,90.6
2013-01-23,02,<LD,19,0.3,0.6,1.5,1.2,91.0
2013-01-23,03,<LD,17,0.3,1.0,3.9,4.4,91.8
2013-01-23,04,<LD,19,0.3,0.3,1.3,1.0,91.6
2013-01-23,05,<LD,18,0.3,0.3,1.7,1.4,91.8
2013-01-23,06,<LD,15,0.3,1.4,3.8,4.7,91.2
2013-01-23,07,<LD,13,0.4,8.1,7.2,13.1,90.9
2013-01-23,08,<LD,15,0.4,5.2,7.0,11.7,86.1
2013-01-23,09,<LD,18,0.4,4.2,8.8,12.6,80.6
2013-01-23,10,<LD,21,0.3,3.3,7.0,9.9,78.9
2013-01-23,11,<LD,23,0.4,2.7,5.0,7.2,76.8
2013-01-23,12,<LD,24,0.4,3.1,4.8,7.2,75.8
2013-01-23,13,<LD,25,0.5,1.3,2.7,3.6,75.2
2013-01-23,14,<LD,25,0.6,1.8,2.6,3.6,73.9
2013-01-23,15,<LD,25,0.5,1.6,3.9,5.0,74.4
2013-01-23,16,<LD,26,0.4,1.4,3.5,4.5,72.5
2013-01-23,17,<LD,25,0.4,2.9,4.8,7.1,77.5
2013-01-23,18,---,---,---,---,---,---,76.9
2013-01-23,19,---,---,---,---,---,---,76.0
2013-01-23,20,<LD,6,0.3,0.5,5.3,5.4,76.0
2013-01-23,21,<LD,6,0.3,0.7,5.6,6.1,73.4
2013-01-23,22,<LD,3,0.3,1.7,7.7,9.4,72.6
2013-01-23,23,<LD,3,0.3,0.3,5.1,5.1,72.1
2013-01-24,00,<LD,6,0.3,0.2,2.6,2.4,70.6
2013-01-24,01,<LD,2,0.3,0.6,6.8,7.3,69.4
2013-01-24,02,<LD,1,0.3,0.4,5.4,5.7,68.5
2013-01-24,03,<LD,<LD,0.3,0.9,5.4,6.3,67.4
2013-01-24,04,<LD,1,0.3,0.8,4.7,5.4,67.4
2013-01-24,05,<LD,3,0.3,0.3,3.1,3.1,67.8
2013-01-24,06,<LD,7,0.3,0.8,2.0,2.5,66.2
2013-01-24,07,<LD,11,0.3,0.6,2.0,2.4,62.6
2013-01-24,08,<LD,8,0.3,2.8,4.8,7.7,59.9
2013-01-24,09,<LD,8,0.3,1.4,2.8,4.3,55.0
2013-01-24,10,<LD,7,0.3,2.0,2.4,4.4,48.5
2013-01-24,11,<LD,8,0.3,2.4,1.9,4.2,44.9
2013-01-24,12,<LD,6,0.4,10.4,4.8,15.0,42.7
2013-01-24,13,<LD,7,0.4,9.5,4.2,13.5,41.7
2013-01-24,14,<LD,8,0.7,6.1,3.5,9.5,39.3
2013-01-24,15,<LD,8,1.0,7.0,3.7,10.6,36.9
2013-01-24,16,<LD,8,1.1,5.4,4.2,9.6,37.7
2013-01-24,17,<LD,8,1.5,5.7,4.8,10.2,28.3
2013-01-24,18,<LD,10,1.4,2.1,3.5,5.4,28.3
2013-01-24,19,<LD,6,1.1,7.9,8.5,16.8,28.5
2013-01-24,20,<LD,11,0.8,1.4,2.3,3.7,27.6
2013-01-24,21,<LD,12,0.7,2.0,2.1,3.9,26.9
2013-01-24,22,<LD,1,0.7,22.4,13.8,36.4,25.7
2013-01-24,23,<LD,5,0.5,4.8,5.3,10.1,24.6
2013-01-25,00,0.11,5,0.5,5.6,5.6,10.1,24.7
2013-01-25,01,0.14,4,0.5,7.3,7.2,14.6,24.3
2013-01-25,02,0.06,3,0.5,7.3,8.4,15.9,23.7
2013-01-25,03,0.06,1,0.5,7.6,9.5,17.6,23.1
2013-01-25,04,<LD,2,0.5,7.3,9.2,16.6,22.5
2013-01-25,05,<LD,5,0.4,1.5,2.7,3.9,21.4
2013-01-25,06,<LD,5,0.4,0.9,1.2,2.0,21.1
2013-01-25,07,<LD,6,0.4,2.1,1.3,3.1,21.0
2013-01-25,08,<LD,6,0.4,8.2,4.3,12.0,21.0
2013-01-25,09,0.55,6,0.5,6.5,4.1,10.7,22.6
2013-01-25,10,0.42,7,0.7,10.7,5.0,14.8,23.4
2013-01-25,11,<LD,9,0.5,3.3,3.2,6.4,24.1
2013-01-25,12,<LD,9,0.5,4.0,3.8,7.7,25.1
2013-01-25,13,0.05,10,0.5,4.4,4.3,8.7,25.4
2013-01-25,14,0.04,10,0.5,5.1,4.4,8.8,25.6
2013-01-25,15,<LD,11,0.4,3.7,4.6,8.4,25.2
2013-01-25,16,<LD,11,0.5,5.3,4.2,8.5,24.7
2013-01-25,17,<LD,12,0.4,3.9,4.9,8.0,25.0
2013-01-25,18,<LD,14,0.4,1.2,1.2,2.2,24.9
2013-01-25,19,<LD,14,0.4,1.1,1.6,2.2,24.8
2013-01-25,20,<LD,12,0.4,0.3,2.0,1.8,26.0
2013-01-25,21,<LD,8,0.5,1.2,8.8,9.7,27.9
2013-01-25,22,0.23,<LD,0.9,17.3,22.3,40.8,32.5
2013-01-25,23,<LD,3,0.5,1.1,9.9,10.3,33.5
2013-01-26,00,<LD,5,0.5,0.6,5.9,5.7,34.4
2013-01-26,01,<LD,6,0.4,1.3,4.1,4.5,35.0
2013-01-26,02,<LD,7,0.4,0.2,2.5,2.1,35.2
2013-01-26,03,<LD,7,0.5,0.2,2.4,2.0,35.3
2013-01-26,04,<LD,7,0.5,0.2,1.5,1.1,35.6
2013-01-26,05,<LD,2,3.8,3.6,11.8,15.5,36.5
2013-01-26,06,<LD,1,8.1,7.6,14.4,22.2,37.5
2013-01-26,07,<LD,3,9.7,25.4,19.4,40.9,38.9
2013-01-26,08,<LD,7,8.3,6.6,8.2,15.1,39.3
2013-01-26,09,<LD,11,4.7,2.8,3.7,6.4,38.8
2013-01-26,10,<LD,13,2.8,2.1,3.2,5.1,39.1
2013-01-26,11,<LD,14,1.6,0.9,2.5,3.2,38.7
2013-01-26,12,<LD,15,1.9,2.5,2.2,3.8,37.8
2013-01-26,13,<LD,15,1.7,2.7,5.4,6.7,37.4
2013-01-26,14,<LD,15,1.6,0.7,1.6,2.0,37.8
2013-01-26,15,<LD,15,2.0,0.7,1.5,2.0,37.8
2013-01-26,16,<LD,15,1.6,0.5,1.3,1.6,38.2
2013-01-26,17,<LD,15,1.9,0.8,2.3,3.0,39.8
2013-01-26,18,<LD,16,1.5,0.9,1.8,2.2,41.7
2013-01-26,19,<LD,16,1.2,0.4,1.9,1.7,43.3
2013-01-26,20,<LD,13,0.9,0.4,4.2,4.1,44.2
2013-01-26,21,0.04,13,0.8,1.1,4.0,4.2,45.1
2013-01-26,22,<LD,13,0.7,0.2,3.6,3.1,43.8
2013-01-26,23,<LD,15,0.7,0.3,3.2,2.8,48.4
2013-01-27,00,<LD,16,0.6,0.3,1.4,1.0,51.1
2013-01-27,01,<LD,16,0.5,0.2,0.9,0.5,54.9
2013-01-27,02,<LD,17,0.5,0.4,0.5,0.3,69.2
2013-01-27,03,<LD,17,0.5,0.2,0.5,0.3,77.3
2013-01-27,04,<LD,16,0.5,0.2,0.6,0.3,80.6
2013-01-27,05,<LD,17,0.5,0.2,0.7,0.3,82.3
2013-01-27,06,<LD,14,0.5,1.0,6.2,6.9,83.4
2013-01-27,07,<LD,16,0.8,1.1,4.5,5.1,84.0
2013-01-27,08,<LD,16,0.8,1.9,6.0,7.9,84.5
2013-01-27,09,<LD,19,0.8,0.6,1.1,1.3,84.4
2013-01-27,10,<LD,20,0.6,0.2,0.5,0.3,84.0
2013-01-27,11,<LD,19,0.6,0.3,0.4,0.4,83.6
2013-01-27,12,<LD,14,0.5,2.1,3.4,5.4,82.8
2013-01-27,13,---,---,---,---,---,---,84.8
2013-01-27,14,---,---,---,---,---,---,86.8
2013-01-27,15,---,---,---,---,---,---,89.4
2013-01-27,16,---,---,---,---,---,---,91.6
2013-01-27,17,---,---,---,---,---,---,92.8
2013-01-27,18,---,18,0.4,---,---,---,94.1
2013-01-27,19,<LD,17,0.3,0.2,0.9,0.7,92.7
2013-01-27,20,<LD,15,0.3,0.3,3.4,3.4,92.5
2013-01-27,21,<LD,9,0.3,0.2,8.4,8.2,92.2
2013-01-27,22,<LD,8,0.3,2.2,11.2,13.2,92.6
2013-01-27,23,<LD,6,0.3,0.6,9.6,10.2,86.7
2013-01-28,00,<LD,8,0.3,1.1,7.0,8.2,82.4
2013-01-28,01,<LD,10,0.3,0.5,4.5,5.0,78.3
2013-01-28,02,<LD,9,0.3,0.3,5.0,4.7,59.6
2013-01-28,03,<LD,7,0.3,0.3,5.8,5.4,49.9
2013-01-28,04,0.05,9,0.3,0.3,5.0,5.0,47.4
2013-01-28,05,0.06,8,0.4,1.3,7.4,8.5,44.2
2013-01-28,06,0.14,4,2.0,7.5,23.6,29.7,43.7
2013-01-28,07,0.09,8,3.5,16.2,27.4,42.4,44.5
2013-01-28,08,<LD,16,3.6,6.3,9.6,15.7,44.6
2013-01-28,09,<LD,18,1.7,3.1,4.8,7.5,42.8
2013-01-28,10,<LD,18,1.0,3.5,3.4,6.1,43.2
2013-01-28,11,<LD,20,0.8,3.5,4.4,7.6,45.4
2013-01-28,12,0.04,21,0.8,1.4,4.5,5.6,47.6
2013-01-28,13,<LD,23,0.6,0.9,3.3,4.1,50.1
2013-01-28,14,<LD,19,0.4,0.5,1.9,2.4,67.0
2013-01-28,15,<LD,15,0.4,5.1,1.5,4.3,80.4
2013-01-28,16,<LD,11,0.4,2.8,2.3,5.0,87.9
2013-01-28,17,<LD,9,1.1,4.5,3.4,8.0,91.3
2013-01-28,18,<LD,10,1.0,0.7,2.0,2.6,90.5
2013-01-28,19,<LD,10,0.8,0.5,2.0,2.1,90.6
2013-01-28,20,<LD,9,0.6,0.3,3.0,2.9,89.9
2013-01-28,21,<LD,6,0.5,0.5,5.7,6.1,89.0
2013-01-28,22,<LD,6,0.5,0.4,4.8,5.1,87.6
2013-01-28,23,<LD,4,0.4,0.9,6.0,6.9,87.4
2013-01-29,00,<LD,5,0.4,0.4,4.9,5.0,88.1
2013-01-29,01,<LD,6,0.4,0.5,4.6,4.7,88.1
2013-01-29,02,<LD,3,0.3,0.4,6.3,6.4,88.7
2013-01-29,03,<LD,2,0.4,0.4,4.1,4.0,88.6
2013-01-29,04,<LD,3,0.3,0.3,2.3,2.2,87.3
2013-01-29,05,<LD,2,0.3,0.3,3.1,3.1,87.5
2013-01-29,06,<LD,<LD,0.4,8.8,9.1,18.1,86.6
2013-01-29,07,<LD,2,0.3,4.2,6.4,10.8,84.8
2013-01-29,08,<LD,5,0.3,4.8,5.5,10.5,83.5
2013-01-29,09,<LD,9,0.4,8.5,8.8,16.8,85.8
2013-01-29,10,<LD,19,0.3,2.9,5.8,8.4,87.4
2013-01-29,11,<LD,22,0.3,3.2,8.8,12.0,88.7
2013-01-29,12,<LD,21,0.3,2.6,6.0,8.1,92.1
2013-01-29,13,0.04,18,0.4,5.0,12.8,17.5,90.9
2013-01-29,14,<LD,16,0.4,4.8,11.0,15.5,75.9
2013-01-29,15,<LD,23,0.3,3.7,6.4,9.9,63.1
2013-01-29,16,<LD,26,0.3,3.1,7.3,10.2,54.4
2013-01-29,17,<LD,26,0.3,3.6,8.5,11.8,49.7
2013-01-29,18,<LD,22,0.3,2.8,9.4,12.3,49.4
2013-01-29,19,---,---,---,---,---,---,49.4
2013-01-29,20,---,---,---,---,---,---,50.0
2013-01-29,21,<LD,8,0.2,0.7,15.0,15.6,50.0
2013-01-29,22,0.10,4,0.2,1.0,21.9,22.9,49.5
2013-01-29,23,<LD,12,0.2,0.2,4.7,4.4,48.9
2013-01-30,00,<LD,13,0.2,0.3,4.9,4.6,47.7
2013-01-30,01,<LD,11,0.2,0.3,4.9,4.2,46.4
2013-01-30,02,<LD,10,0.2,0.2,3.6,3.3,45.2
2013-01-30,03,<LD,7,0.2,0.2,3.5,3.1,44.3
2013-01-30,04,<LD,5,0.2,0.2,3.6,3.3,43.7
2013-01-30,05,<LD,3,0.3,0.8,5.3,5.7,43.1
2013-01-30,06,0.05,<LD,0.4,29.1,18.0,47.3,43.8
2013-01-30,07,0.07,3,0.5,27.4,34.0,59.3,44.5
2013-01-30,08,0.06,9,0.4,13.1,13.2,26.1,45.2
2013-01-30,09,0.15,16,0.3,3.1,4.7,7.7,43.1
2013-01-30,10,<LD,21,0.3,2.7,4.2,6.7,40.4
2013-01-30,11,<LD,24,0.3,1.6,1.9,3.3,37.7
2013-01-30,12,<LD,23,0.3,1.0,2.0,2.7,31.9
2013-01-30,13,<LD,22,0.3,7.9,10.7,18.7,30.5
2013-01-30,14,<LD,19,0.3,5.2,10.2,16.2,30.8
2013-01-30,15,<LD,12,2.2,18.9,19.5,38.5,29.5
2013-01-30,16,<LD,19,6.9,4.5,7.6,12.1,29.6
2013-01-30,17,<LD,26,2.4,0.5,2.5,2.8,28.9
2013-01-30,18,<LD,25,1.4,0.8,3.6,4.4,26.9
2013-01-30,19,<LD,25,0.9,0.6,4.7,5.3,27.6
2013-01-30,20,<LD,22,0.7,2.1,7.5,9.3,28.3
2013-01-30,21,<LD,19,0.5,2.6,12.9,15.3,28.7
2013-01-30,22,<LD,22,0.3,0.2,5.8,5.4,29.8
2013-01-30,23,<LD,18,0.3,0.3,6.8,6.6,30.7
2013-01-31,00,<LD,18,0.3,0.4,6.0,6.0,30.7
2013-01-31,01,<LD,13,0.3,0.3,9.1,9.1,30.9
2013-01-31,02,<LD,14,0.3,0.5,6.8,6.8,31.7
2013-01-31,03,<LD,15,0.3,1.5,7.0,7.5,32.5
2013-01-31,04,<LD,16,0.3,0.4,5.7,5.5,33.0
2013-01-31,05,<LD,17,0.3,0.8,5.3,5.7,33.7
2013-01-31,06,<LD,18,0.3,1.1,6.5,7.1,33.1
2013-01-31,07,<LD,17,0.3,6.7,7.3,11.7,32.6
2013-01-31,08,<LD,23,0.3,3.4,8.5,11.7,32.2
2013-01-31,09,<LD,28,0.3,2.3,4.2,5.9,33.2
2013-01-31,10,<LD,29,0.3,0.8,3.2,3.8,34.8
2013-01-31,11,<LD,29,0.3,0.6,1.7,1.8,35.1
2013-01-31,12,<LD,29,0.3,0.6,2.3,2.6,36.2
2013-01-31,13,<LD,31,0.3,0.7,1.5,1.6,36.2
2013-01-31,14,<LD,31,0.3,0.4,1.5,1.5,36.3
2013-01-31,15,<LD,32,0.3,0.5,1.2,1.3,37.5
2013-01-31,16,<LD,32,0.3,0.9,1.4,1.5,37.5
2013-01-31,17,<LD,32,0.3,0.3,1.3,1.2,---
2013-01-31,18,<LD,32,0.3,0.5,1.6,1.6,---
2013-01-31,19,<LD,31,0.3,0.4,2.2,2.2,---
2013-01-31,20,<LD,32,0.3,0.4,2.4,2.1,---
2013-01-31,21,<LD,30,0.3,0.2,2.4,2.0,---
2013-01-31,22,<LD,32,0.3,0.9,2.5,2.5,---
2013-01-31,23,<LD,33,0.3,0.2,1.5,1.1,---
2013-02-01,00,<LD,32,0.3,0.5,1.5,1.4,---
2013-02-01,01,<LD,28,0.3,0.3,3.9,3.6,---
2013-02-01,02,<LD,29,0.3,0.2,1.3,0.9,---
2013-02-01,03,<LD,26,0.3,0.7,1.9,1.5,---
2013-02-01,04,<LD,26,0.3,0.2,1.8,1.4,---
2013-02-01,05,<LD,26,0.3,0.3,2.0,1.7,---
2013-02-01,06,<LD,21,0.3,1.0,8.3,8.9,---
2013-02-01,07,<LD,16,0.3,4.3,11.7,15.6,---
2013-02-01,08,0.06,15,0.3,3.3,4.7,7.5,---
2013-02-01,09,0.04,12,0.4,2.6,3.3,5.0,---
2013-02-01,10,<LD,13,0.4,2.2,1.9,3.2,---
2013-02-01,11,<LD,13,0.4,4.0,3.4,7.0,---
2013-02-01,12,<LD,12,0.3,2.3,2.0,3.2,---
2013-02-01,13,<LD,10,0.3,1.5,1.6,2.3,---
2013-02-01,14,<LD,11,0.3,1.3,1.5,2.5,---
2013-02-01,15,<LD,19,0.3,0.6,1.8,2.3,---
2013-02-01,16,<LD,11,0.3,3.7,4.2,8.0,---
2013-02-01,17,<LD,9,0.3,2.4,2.3,4.7,---
2013-02-01,18,<LD,10,0.3,0.9,1.2,2.0,---
2013-02-01,19,<LD,9,0.3,0.5,1.9,2.2,---
2013-02-01,20,<LD,8,0.3,0.8,3.8,4.5,---
2013-02-01,21,<LD,7,0.3,1.0,4.6,5.5,---
2013-02-01,22,<LD,6,0.3,0.7,4.3,5.0,---
2013-02-01,23,<LD,4,0.3,1.4,6.4,7.9,---
2013-02-02,00,<LD,7,0.3,0.6,3.7,4.2,---
2013-02-02,01,<LD,6,0.3,0.4,3.7,3.8,---
2013-02-02,02,<LD,3,0.3,0.6,4.7,5.1,---
2013-02-02,03,<LD,3,0.3,0.3,4.4,4.4,---
2013-02-02,04,<LD,6,0.3,0.3,2.8,3.0,---
2013-02-02,05,<LD,9,0.3,0.2,2.2,2.0,---
2013-02-02,06,<LD,7,0.3,0.7,4.5,4.9,---
2013-02-02,07,<LD,5,0.3,1.6,5.4,7.0,---
2013-02-02,08,<LD,9,0.3,6.3,8.4,14.5,---
2013-02-02,09,<LD,9,0.3,14.8,10.5,25.0,55.5
2013-02-02,10,<LD,13,0.4,4.4,4.0,8.4,58.1
2013-02-02,11,<LD,13,1.0,4.3,5.7,10.0,58.5
2013-02-02,12,<LD,13,1.4,3.8,4.8,8.6,59.8
2013-02-02,13,<LD,12,2.2,3.1,3.3,6.5,60.4
2013-02-02,14,<LD,9,6.2,6.4,4.1,10.5,59.3
2013-02-02,15,<LD,9,14.6,9.7,7.4,17.3,58.0
2013-02-02,16,<LD,11,8.1,2.8,2.6,5.3,45.9
2013-02-02,17,<LD,12,5.3,0.5,0.8,1.1,41.6
2013-02-02,18,<LD,11,2.4,0.4,0.5,0.6,40.3
2013-02-02,19,<LD,11,1.2,0.3,0.8,0.9,40.2
2013-02-02,20,<LD,9,1.0,1.1,3.0,4.0,39.6
2013-02-02,21,<LD,5,0.9,2.4,7.2,9.7,39.1
2013-02-02,22,<LD,5,0.7,0.8,4.4,5.0,39.1
2013-02-02,23,<LD,7,0.8,0.5,3.5,3.8,39.1
2013-02-03,00,<LD,8,0.7,0.3,2.2,2.2,39.3
2013-02-03,01,<LD,8,0.6,0.2,2.1,1.9,39.5
2013-02-03,02,<LD,9,0.5,0.3,1.5,1.2,39.4
2013-02-03,03,<LD,9,0.5,0.3,1.7,1.5,39.1
2013-02-03,04,<LD,7,0.4,0.2,3.2,2.9,39.1
2013-02-03,05,<LD,4,0.4,0.4,4.5,4.4,39.4
2013-02-03,06,<LD,3,0.4,4.0,4.9,7.7,39.6
2013-02-03,07,<LD,5,0.4,1.1,3.1,4.2,39.3
2013-02-03,08,<LD,8,0.6,0.7,1.7,2.4,39.3
2013-02-03,09,<LD,11,0.5,0.3,0.4,0.4,37.3
2013-02-03,10,<LD,12,0.5,0.7,0.8,1.0,35.1
2013-02-03,11,<LD,13,0.9,1.2,1.8,2.4,34.5
