Fecha,Hora,CO(ppm),O3 (ppb),SO2 (ppb),NO (pbb),NO2 (pbb),NOX (pbb),PM10 (µg/m3)-Promedio de 24 horas
2013-04-03,03,0.05,6,---,0.2,0.7,0.5,8.8
2013-04-03,04,0.05,6,---,0.2,0.8,0.6,8.8
2013-04-03,05,0.04,7,---,0.3,1.8,1.8,8.8
2013-04-03,06,0.05,4,---,0.3,1.8,1.9,8.9
2013-04-03,07,0.05,4,---,2.2,4.4,6.7,9.2
2013-04-03,08,0.08,4,---,6.3,7.7,14.1,9.7
2013-04-03,09,0.06,6,---,6.4,5.5,11.8,10.0
2013-04-03,10,0.05,9,---,3.8,4.4,8.2,10.6
2013-04-03,11,0.06,10,---,2.6,3.3,5.9,11.1
2013-04-03,12,0.06,11,---,1.6,2.9,4.6,11.5
2013-04-03,13,0.06,12,---,1.9,3.3,5.2,12.0
2013-04-03,14,0.06,11,---,2.0,3.7,5.7,12.6
2013-04-03,15,0.07,11,---,2.8,3.6,6.4,12.9
2013-04-03,16,0.05,12,---,1.1,2.6,3.7,13.2
2013-04-03,17,0.05,14,---,1.8,2.6,4.3,13.6
2013-04-03,18,0.04,13,---,1.5,3.2,4.5,13.8
2013-04-03,19,0.05,11,---,5.3,4.8,9.1,14.0
2013-04-03,20,0.06,5,---,10.5,10.8,21.2,14.2
2013-04-03,21,0.04,19,---,0.5,4.0,4.1,13.7
2013-04-03,22,0.04,13,---,1.7,7.5,8.8,13.6
2013-04-03,23,0.04,10,---,0.3,4.3,4.1,14.1
2013-04-04,00,0.12,2,---,0.9,12.2,12.9,14.9
2013-04-04,01,<LD,14,---,0.2,0.6,0.4,14.8
2013-04-04,02,0.08,13,---,0.4,1.0,0.9,14.7
2013-04-04,03,0.04,13,---,0.3,1.4,1.2,14.8
2013-04-04,04,0.05,13,---,0.2,0.9,0.6,14.5
2013-04-04,05,0.06,8,---,0.4,3.2,3.2,14.5
2013-04-04,06,0.04,9,---,1.3,4.5,5.5,14.4
2013-04-04,07,0.16,8,---,5.3,8.9,14.1,14.3
2013-04-04,08,0.23,6,---,13.7,12.2,24.6,14.7
2013-04-04,09,0.08,8,---,7.1,5.9,12.6,15.0
2013-04-04,10,0.06,9,---,4.4,5.0,9.0,15.3
2013-04-04,11,0.05,10,---,6.6,4.9,10.5,15.7
2013-04-04,12,0.04,13,---,3.4,2.0,4.3,16.2
2013-04-04,13,0.04,14,---,2.4,2.2,4.0,16.3
2013-04-04,14,0.05,16,---,2.7,2.2,4.3,17.1
2013-04-04,15,0.05,17,---,3.6,2.7,5.7,18.2
2013-04-04,16,0.04,18,---,2.1,2.6,4.4,19.2
2013-04-04,17,0.06,17,---,6.0,4.8,9.5,20.2
2013-04-04,18,0.06,16,---,2.6,3.5,5.7,20.9
2013-04-04,19,0.11,9,---,2.7,11.7,14.4,22.0
2013-04-04,20,0.53,<LD,---,24.3,26.1,50.6,24.9
2013-04-04,21,0.37,<LD,---,10.8,22.5,33.5,27.0
2013-04-04,22,0.22,2,---,4.8,17.1,22.0,28.0
2013-04-04,23,0.08,5,---,0.7,7.3,8.0,27.7
2013-04-05,00,0.06,6,---,0.3,5.7,5.7,26.9
2013-04-05,01,0.04,7,---,0.3,3.6,3.4,27.0
2013-04-05,02,<LD,7,---,0.2,2.9,2.7,27.0
2013-04-05,03,<LD,8,---,0.3,2.5,2.4,27.0
2013-04-05,04,0.09,9,---,0.3,2.1,2.0,27.6
2013-04-05,05,0.10,7,---,0.5,2.6,2.8,27.7
2013-04-05,06,0.14,<LD,---,12.5,15.3,27.1,28.3
2013-04-05,07,0.16,1,---,8.2,7.5,15.4,28.8
2013-04-05,08,0.12,1,---,17.5,10.6,27.6,30.5
2013-04-05,09,0.04,4,---,7.3,4.7,11.3,31.4
2013-04-05,10,0.04,6,---,4.5,2.6,6.2,32.0
2013-04-05,11,0.05,9,---,3.8,3.3,6.2,32.4
2013-04-05,12,0.05,11,---,3.9,3.3,6.3,33.4
2013-04-05,13,0.05,13,---,1.7,2.4,3.6,35.0
2013-04-05,14,0.06,15,---,2.6,2.3,4.2,35.4
2013-04-05,15,0.04,16,---,2.5,3.5,5.1,35.9
2013-04-05,16,0.04,17,---,2.2,1.9,3.6,35.6
2013-04-05,17,0.05,18,---,3.1,3.0,5.2,35.4
2013-04-05,18,0.04,18,---,4.6,4.0,7.4,36.2
2013-04-05,19,0.04,16,---,1.9,5.5,7.1,36.0
2013-04-05,20,<LD,12,---,0.4,5.6,5.7,33.2
2013-04-05,21,0.05,8,---,20.6,21.1,37.1,32.4
2013-04-05,22,0.15,1,---,2.9,18.0,21.1,33.3
2013-04-05,23,0.11,2,---,1.5,15.3,16.8,34.1
2013-04-06,00,<LD,8,---,1.9,9.3,11.0,35.4
2013-04-06,01,<LD,13,---,0.2,0.8,0.5,39.8
2013-04-06,02,<LD,16,---,0.2,0.3,0.2,40.9
2013-04-06,03,<LD,16,---,0.2,0.3,0.2,41.2
2013-04-06,04,<LD,16,---,0.2,0.3,0.3,45.1
2013-04-06,05,<LD,16,---,0.5,0.3,0.4,45.7
2013-04-06,06,<LD,15,---,0.3,0.4,0.4,45.4
2013-04-06,07,<LD,15,---,1.1,1.6,2.3,45.1
2013-04-06,08,<LD,14,---,1.8,2.6,3.7,42.5
2013-04-06,09,<LD,13,---,1.3,1.0,1.3,40.9
2013-04-06,10,<LD,13,---,1.0,1.5,1.8,39.8
2013-04-06,11,<LD,14,---,0.9,0.9,1.4,40.2
2013-04-06,12,<LD,15,---,0.8,0.8,1.1,39.1
2013-04-06,13,<LD,15,---,0.8,0.7,0.9,38.0
2013-04-06,14,<LD,16,---,0.7,0.9,1.0,36.5
2013-04-06,15,<LD,16,---,0.8,0.6,0.7,35.2
2013-04-06,16,<LD,17,---,0.6,0.4,0.4,34.4
2013-04-06,17,<LD,18,---,0.4,0.6,0.6,33.4
2013-04-06,18,<LD,17,---,0.5,1.1,1.2,32.3
2013-04-06,19,<LD,14,---,1.5,2.4,3.5,31.7
2013-04-06,20,0.05,9,---,1.3,6.7,7.6,31.6
2013-04-06,21,0.12,3,---,1.3,13.3,14.3,32.6
2013-04-06,22,0.06,6,---,0.5,9.7,10.0,31.1
2013-04-06,23,0.06,8,---,1.0,5.8,5.8,30.6
2013-04-07,00,0.04,8,---,0.3,4.4,4.1,29.5
2013-04-07,01,0.04,8,---,0.3,4.3,4.0,25.3
2013-04-07,02,<LD,9,---,0.2,2.2,1.8,24.3
2013-04-07,03,<LD,10,---,0.3,1.7,1.4,23.8
2013-04-07,04,<LD,3,4.2,7.2,15.2,22.6,19.9
2013-04-07,05,<LD,1,9.0,14.0,18.6,32.7,20.0
2013-04-07,06,<LD,2,8.3,11.8,16.1,28.0,20.3
2013-04-07,07,<LD,1,6.7,10.9,16.8,27.9,20.5
2013-04-07,08,<LD,4,5.4,5.9,10.5,16.6,20.8
2013-04-07,09,<LD,8,1.9,0.7,2.4,3.1,21.1
2013-04-07,10,<LD,9,1.4,12.2,11.9,23.0,21.2
2013-04-07,11,<LD,10,1.2,20.0,8.0,23.0,19.7
2013-04-07,12,<LD,11,0.8,0.5,0.9,1.1,19.0
2013-04-07,13,<LD,13,0.6,0.4,0.7,0.6,18.0
2013-04-07,14,<LD,14,0.5,0.6,0.5,0.5,17.6
2013-04-07,15,<LD,15,0.4,0.3,0.3,0.3,17.1
2013-04-07,16,<LD,15,0.4,0.3,0.3,0.3,16.9
2013-04-07,17,<LD,16,---,0.2,0.3,0.3,16.7
2013-04-07,18,<LD,16,---,0.4,0.7,0.7,16.1
2013-04-07,19,<LD,12,---,0.4,2.2,2.2,15.6
2013-04-07,20,0.05,5,---,0.6,8.4,8.9,15.3
2013-04-07,21,0.10,4,---,2.4,11.0,13.5,14.9
2013-04-07,22,0.06,6,---,0.5,9.3,9.6,15.1
2013-04-07,23,0.05,5,---,1.5,9.2,10.8,15.1
2013-04-08,00,0.04,7,---,0.8,5.5,6.1,15.1
2013-04-08,01,0.07,3,---,0.8,7.6,8.3,15.2
2013-04-08,02,0.14,1,---,0.8,8.4,9.1,15.3
2013-04-08,03,0.26,1,---,0.2,6.5,6.4,15.5
2013-04-08,04,0.04,1,---,0.9,6.1,7.0,15.3
2013-04-08,05,0.05,1,---,1.7,7.4,9.2,15.6
2013-04-08,06,0.15,1,0.4,10.1,11.5,21.5,16.9
2013-04-08,07,0.29,<LD,0.8,47.2,21.4,64.7,18.9
2013-04-08,08,0.54,<LD,1.6,102.6,36.1,136.9,28.1
2013-04-08,09,0.22,2,1.3,45.3,25.2,69.4,32.3
2013-04-08,10,0.07,6,1.7,17.3,13.9,30.0,33.6
2013-04-08,11,0.05,8,1.4,7.4,5.6,12.1,34.6
2013-04-08,12,0.05,11,1.8,7.2,6.8,13.4,35.9
2013-04-08,13,0.06,13,3.3,7.6,8.2,14.7,37.2
2013-04-08,14,0.05,16,1.8,1.9,3.2,4.7,38.1
2013-04-08,15,0.04,15,0.8,3.9,5.2,8.7,39.1
2013-04-08,16,0.04,16,0.5,2.3,2.8,4.6,40.1
2013-04-08,17,0.10,14,1.1,6.4,9.4,15.4,41.4
2013-04-08,18,0.14,8,0.9,7.8,17.8,25.6,46.2
2013-04-08,19,0.22,2,1.0,12.9,30.1,43.2,52.1
2013-04-08,20,0.09,4,0.7,3.7,18.6,22.5,54.6
2013-04-08,21,0.17,<LD,0.6,8.6,20.7,29.5,56.7
2013-04-08,22,0.12,2,0.4,1.5,13.4,14.9,57.1
2013-04-08,23,0.12,1,---,3.8,16.9,20.9,57.2
2013-04-09,00,0.21,<LD,---,13.4,18.7,32.1,58.7
2013-04-09,01,0.18,1,---,10.1,16.0,26.2,59.2
2013-04-09,02,0.14,<LD,---,1.4,11.8,13.2,59.6
2013-04-09,03,0.13,8,---,0.4,5.9,6.0,59.5
2013-04-09,04,0.08,14,---,0.2,2.6,2.3,59.9
2013-04-09,05,0.04,18,---,0.3,2.4,2.2,60.4
2013-04-09,06,0.04,17,---,0.9,5.0,5.7,60.4
2013-04-09,07,0.08,12,---,15.2,13.0,26.0,60.2
2013-04-09,08,0.18,7,---,17.0,19.3,35.6,56.2
2013-04-09,09,0.13,9,---,15.0,15.6,30.4,57.1
2013-04-09,10,0.10,14,---,9.3,12.6,22.0,60.4
2013-04-09,11,0.06,23,---,4.7,8.1,12.6,73.3
2013-04-09,12,0.06,28,---,4.1,6.2,9.4,98.0
2013-04-09,13,0.06,25,---,2.5,5.4,7.8,114.5
2013-04-09,14,0.05,23,---,2.6,4.6,6.8,126.4
2013-04-09,15,0.06,23,---,3.8,4.8,7.9,133.2
2013-04-09,16,0.07,23,---,4.4,6.4,10.0,138.3
2013-04-09,17,0.11,20,---,4.6,8.7,13.2,141.9
2013-04-09,18,0.17,15,---,5.6,13.6,19.3,140.4
2013-04-09,19,0.11,17,---,1.3,9.3,10.5,136.4
2013-04-09,20,0.10,13,---,1.1,11.5,12.6,135.1
2013-04-09,21,0.07,18,---,0.4,6.8,6.9,132.7
2013-04-09,22,0.06,20,---,0.8,4.6,4.9,132.7
2013-04-09,23,0.04,20,---,0.4,3.1,3.1,133.5
2013-04-10,00,0.04,24,---,0.3,2.6,2.5,134.3
2013-04-10,01,0.04,26,---,0.3,2.0,1.7,137.0
2013-04-10,02,0.04,24,---,0.3,2.0,1.8,139.6
2013-04-10,03,0.04,20,---,0.3,2.5,2.3,141.2
2013-04-10,04,0.04,17,---,0.8,3.0,3.2,141.5
2013-04-10,05,0.05,15,---,0.4,2.9,2.8,140.7
2013-04-10,06,0.07,13,---,0.9,4.6,5.0,139.9
2013-04-10,07,0.11,9,---,6.7,9.6,16.2,138.1
2013-04-10,08,0.33,<LD,---,34.9,25.7,60.7,133.5
2013-04-10,09,0.41,1,---,60.2,30.6,91.0,130.3
2013-04-10,10,0.25,<LD,---,54.2,25.8,80.2,127.4
2013-04-10,11,0.21,1,---,28.8,20.8,49.7,113.8
2013-04-10,12,0.15,7,---,10.6,13.3,24.2,88.2
2013-04-10,13,0.12,9,---,7.9,10.0,18.1,71.4
2013-04-10,14,0.09,12,---,6.2,9.0,15.3,60.2
2013-04-10,15,0.07,15,---,7.1,7.0,13.4,54.5
2013-04-10,16,0.08,14,---,6.2,8.0,13.8,50.9
2013-04-10,17,0.14,14,---,7.9,6.8,13.8,48.1
2013-04-10,18,0.13,11,---,5.4,9.9,14.8,47.2
2013-04-10,19,0.24,2,---,9.4,23.2,32.7,47.7
2013-04-10,20,0.20,3,---,5.4,19.0,24.5,47.3
2013-04-10,21,0.16,5,---,4.2,15.3,19.6,47.0
2013-04-10,22,0.16,5,---,2.5,13.2,15.8,46.9
2013-04-10,23,0.07,11,---,0.4,6.0,6.2,45.9
2013-04-11,00,0.04,12,---,0.3,5.1,5.0,43.5
2013-04-11,01,0.04,15,---,0.3,4.2,4.0,40.1
2013-04-11,02,0.06,14,---,0.3,4.2,4.0,37.5
2013-04-11,03,0.09,11,---,0.3,5.0,4.9,36.1
2013-04-11,04,0.09,12,---,0.2,3.4,3.1,35.6
2013-04-11,05,0.05,12,---,0.4,3.9,3.8,35.2
2013-04-11,06,0.06,8,---,1.4,10.2,11.5,34.5
2013-04-11,07,0.08,8,---,4.3,12.2,16.5,33.8
2013-04-11,08,0.19,2,---,19.6,17.9,36.8,33.1
2013-04-11,09,0.20,1,---,26.7,19.7,46.6,31.6
2013-04-11,10,0.15,4,---,15.3,15.5,30.8,30.2
2013-04-11,11,0.16,11,---,12.2,13.2,24.0,30.7
2013-04-11,12,0.07,19,---,4.4,6.0,9.8,32.9
2013-04-11,13,0.11,19,---,18.4,12.2,28.3,34.4
2013-04-11,14,0.08,19,---,1.6,3.5,4.6,34.3
2013-04-11,15,0.06,16,---,1.2,2.1,2.9,33.1
2013-04-11,16,0.06,16,---,2.4,3.3,5.0,32.8
2013-04-11,17,0.05,14,---,3.2,5.5,8.7,32.5
2013-04-11,18,0.05,12,---,2.4,7.0,9.4,30.9
2013-04-11,19,0.07,5,---,18.8,18.2,37.1,28.7
2013-04-11,20,0.04,12,---,7.3,10.9,18.3,27.6
2013-04-11,21,<LD,18,---,1.5,4.9,6.4,26.9
2013-04-11,22,<LD,11,---,7.1,12.0,19.3,25.7
2013-04-11,23,<LD,15,---,1.2,5.4,6.5,25.1
2013-04-12,00,<LD,10,---,1.5,7.5,9.0,24.9
2013-04-12,01,0.05,4,---,9.5,15.6,25.2,24.5
2013-04-12,02,<LD,7,---,1.3,8.1,9.2,23.9
2013-04-12,03,0.04,10,---,0.2,2.1,1.8,23.3
2013-04-12,04,<LD,11,---,0.2,0.7,0.4,22.9
2013-04-12,05,<LD,10,---,0.2,1.1,0.7,22.6
2013-04-12,06,<LD,9,---,1.4,2.4,3.3,22.5
2013-04-12,07,<LD,10,---,2.6,1.9,3.7,22.6
2013-04-12,08,0.04,10,---,4.5,5.1,9.1,24.2
2013-04-12,09,<LD,13,---,3.4,3.2,5.9,25.0
2013-04-12,10,<LD,16,---,1.4,2.4,3.3,25.3
2013-04-12,11,<LD,17,---,3.2,3.1,6.1,25.5
2013-04-12,12,<LD,17,---,3.1,4.6,7.7,24.6
2013-04-12,13,<LD,17,---,1.9,3.1,4.9,22.8
2013-04-12,14,0.04,15,---,4.5,6.0,10.4,22.9
2013-04-12,15,0.04,16,---,4.9,5.8,10.6,24.3
2013-04-12,16,0.04,16,---,11.8,8.2,18.2,23.5
2013-04-12,17,0.04,16,---,4.6,4.8,9.1,23.3
2013-04-12,18,<LD,15,---,2.4,5.5,7.9,23.2
2013-04-12,19,<LD,16,---,0.4,1.7,1.6,23.7
2013-04-12,20,<LD,13,---,0.9,4.2,4.8,23.8
2013-04-12,21,<LD,12,---,1.1,2.9,3.5,24.0
2013-04-12,22,<LD,12,---,0.5,1.5,1.5,24.0
2013-04-12,23,0.04,6,---,0.9,6.0,6.1,24.2
2013-04-13,00,<LD,6,---,0.3,6.2,5.9,24.1
2013-04-13,01,0.12,3,---,2.3,11.4,13.6,24.5
2013-04-13,02,0.09,4,---,1.5,9.3,10.7,24.6
2013-04-13,03,<LD,5,---,0.3,5.9,5.7,24.4
2013-04-13,04,0.08,6,---,1.0,6.7,7.4,24.4
2013-04-13,05,0.08,6,---,1.1,6.1,6.8,24.3
2013-04-13,06,0.05,7,---,1.7,5.6,7.4,24.1
2013-04-13,07,0.12,2,---,14.1,14.3,28.6,24.1
2013-04-13,08,0.14,6,---,9.4,9.2,18.5,23.1
2013-04-13,09,0.22,8,---,9.7,8.3,17.8,23.6
2013-04-13,10,<LD,12,---,2.0,2.1,3.1,23.1
2013-04-13,11,<LD,12,---,1.4,2.4,3.2,22.4
2013-04-13,12,<LD,12,---,1.5,2.1,3.0,21.1
2013-04-13,13,<LD,13,---,1.3,1.0,1.2,20.5
2013-04-13,14,0.04,15,---,1.1,0.7,0.9,19.1
2013-04-13,15,<LD,15,---,1.5,0.9,1.2,17.0
2013-04-13,16,<LD,15,---,0.5,0.8,0.9,15.9
2013-04-13,17,<LD,15,---,0.3,0.6,0.6,14.5
2013-04-13,18,<LD,13,---,0.8,1.6,1.9,14.2
2013-04-13,19,<LD,11,---,0.4,2.9,2.9,13.7
2013-04-13,20,<LD,9,---,1.0,6.4,7.1,13.4
2013-04-13,21,0.07,1,---,3.9,17.0,21.0,14.2
2013-04-13,22,0.05,4,---,4.0,12.0,16.0,15.1
2013-04-13,23,<LD,2,---,9.5,16.6,26.2,15.3
2013-04-14,00,<LD,6,---,0.8,9.3,10.0,15.6
2013-04-14,01,<LD,4,---,4.1,13.0,17.2,15.7
2013-04-14,02,<LD,6,---,2.6,10.6,13.1,16.3
2013-04-14,03,<LD,10,---,0.3,2.0,1.7,16.6
2013-04-14,04,<LD,11,---,0.2,1.7,1.3,16.8
2013-04-14,05,<LD,10,---,0.2,1.9,1.6,16.8
2013-04-14,06,<LD,7,---,1.3,7.0,8.0,16.9
2013-04-14,07,<LD,7,---,1.5,5.5,6.8,17.0
2013-04-14,08,0.06,8,---,1.5,4.7,6.0,16.9
2013-04-14,09,<LD,10,---,1.6,2.0,3.1,15.5
2013-04-14,10,<LD,11,---,0.3,0.6,0.5,15.2
2013-04-14,11,<LD,11,---,0.5,0.8,0.8,14.7
2013-04-14,12,<LD,13,---,0.2,0.6,0.4,14.2
2013-04-14,13,0.04,14,---,0.3,0.5,0.4,14.1
2013-04-14,14,<LD,14,---,0.3,0.3,0.3,14.2
2013-04-14,15,0.04,15,---,0.2,0.3,0.3,14.2
2013-04-14,16,0.04,15,---,0.2,0.3,0.2,14.9
2013-04-14,17,0.04,15,---,0.2,0.3,0.3,14.8
2013-04-14,18,0.04,11,---,2.2,5.2,7.2,14.4
2013-04-14,19,0.07,4,---,5.1,14.9,20.1,14.3
2013-04-14,20,0.04,8,---,2.7,8.9,11.6,14.3
2013-04-14,21,0.12,2,---,2.1,13.7,15.9,14.5
2013-04-14,22,0.30,<LD,---,7.8,20.2,28.2,15.8
2013-04-14,23,0.38,<LD,---,14.5,24.1,38.4,18.0
2013-04-15,00,0.21,<LD,---,16.4,24.1,37.9,18.9
2013-04-15,01,0.23,<LD,---,16.0,16.9,33.1,19.6
2013-04-15,02,0.56,<LD,---,4.2,13.2,17.5,20.2
2013-04-15,03,0.28,<LD,---,0.5,7.9,8.3,20.4
2013-04-15,04,0.14,<LD,---,2.3,7.3,9.6,20.4
2013-04-15,05,0.37,<LD,---,2.1,9.9,12.1,20.7
2013-04-15,06,0.08,<LD,---,5.2,7.2,12.3,21.7
2013-04-15,07,0.38,<LD,---,81.0,31.6,98.8,24.9
2013-04-15,08,0.63,<LD,---,141.1,41.1,180.1,35.3
2013-04-15,09,0.22,1,---,33.3,19.5,52.7,39.6
2013-04-15,10,0.14,8,---,12.2,10.2,22.1,42.0
2013-04-15,11,0.08,11,---,4.6,5.4,10.1,43.6
2013-04-15,12,0.07,12,---,3.7,4.8,8.7,44.9
2013-04-15,13,0.08,15,---,9.7,10.7,20.6,45.4
2013-04-15,14,0.07,14,---,8.0,10.2,18.4,46.0
2013-04-15,15,0.07,13,---,6.4,8.0,14.2,48.0
2013-04-15,16,0.10,14,---,1.5,3.3,4.8,49.1
2013-04-15,17,0.08,13,---,1.1,3.3,4.4,51.6
2013-04-15,18,0.06,11,---,5.5,7.0,12.3,54.9
2013-04-15,19,0.07,5,---,7.3,12.0,19.4,56.6
2013-04-15,20,0.08,2,---,12.8,13.5,26.4,58.0
2013-04-15,21,0.10,2,---,4.6,12.7,17.4,58.0
2013-04-15,22,0.09,5,---,1.2,8.6,9.9,56.7
2013-04-15,23,0.07,6,---,0.6,7.7,8.3,54.6
2013-04-16,00,0.06,6,---,0.7,6.5,7.1,54.0
2013-04-16,01,0.06,4,---,0.5,6.2,6.6,53.1
2013-04-16,02,0.04,4,---,0.3,5.2,5.3,52.2
2013-04-16,03,0.04,4,---,0.7,5.7,6.4,52.0
2013-04-16,04,0.04,2,---,0.7,5.3,6.0,51.9
2013-04-16,05,0.05,<LD,---,3.9,6.9,10.9,52.0
2013-04-16,06,0.08,<LD,---,10.4,10.5,21.1,51.3
2013-04-16,07,0.22,<LD,---,27.2,12.9,40.1,50.3
2013-04-16,08,0.51,<LD,---,80.5,21.6,101.9,47.8
2013-04-16,09,0.33,<LD,---,46.8,21.6,68.4,48.1
2013-04-16,10,---,---,---,---,---,---,47.3
2013-04-16,11,---,---,---,---,---,---,47.2
2013-04-16,12,---,---,---,---,---,---,47.6
2013-04-16,13,---,---,---,---,---,---,48.9
2013-04-16,14,0.21,14,---,2.5,3.8,6.3,50.1
2013-04-16,15,0.24,15,---,4.5,5.8,10.3,50.7
2013-04-16,16,0.20,16,---,4.1,6.1,10.0,51.7
2013-04-16,17,0.24,14,---,7.4,10.3,17.7,54.7
2013-04-16,18,0.21,11,---,5.6,11.8,16.9,56.9
2013-04-16,19,0.49,<LD,---,29.1,28.2,57.6,65.6
2013-04-16,20,0.32,2,---,7.7,20.1,28.0,68.7
2013-04-16,21,0.16,7,---,1.5,10.0,11.5,69.3
2013-04-16,22,0.15,4,---,1.5,12.0,13.4,69.7
2013-04-16,23,0.13,5,---,0.8,8.1,8.7,70.7
2013-04-17,00,0.12,6,---,0.8,7.8,8.4,71.5
2013-04-17,01,0.07,14,---,0.3,2.1,1.9,73.7
2013-04-17,02,0.09,15,---,0.2,2.0,1.8,76.9
2013-04-17,03,0.15,17,---,0.2,1.4,1.1,78.6
2013-04-17,04,0.16,17,---,0.2,1.5,1.2,81.0
2013-04-17,05,0.13,17,---,0.3,1.7,1.5,82.7
2013-04-17,06,0.15,16,---,1.3,3.6,4.3,84.4
2013-04-17,07,0.20,14,---,3.9,7.6,11.3,84.0
2013-04-17,08,0.30,7,---,15.4,18.8,34.0,77.7
2013-04-17,09,0.21,15,---,4.3,9.0,13.2,75.5
2013-04-17,10,0.23,16,---,3.6,7.5,11.0,77.4
2013-04-17,11,0.18,16,---,4.0,7.8,11.8,78.1
2013-04-17,12,0.15,18,---,3.3,4.5,7.7,78.4
2013-04-17,13,0.14,20,---,2.3,6.0,8.3,77.8
2013-04-17,14,0.35,20,---,3.9,7.0,10.9,77.5
2013-04-17,15,0.28,21,---,3.8,7.6,11.3,77.5
2013-04-17,16,0.27,21,---,3.9,9.3,13.1,77.3
2013-04-17,17,0.27,20,---,4.9,9.3,13.6,76.5
2013-04-17,18,0.28,16,---,8.9,16.7,24.7,76.9
2013-04-17,19,0.47,3,---,16.7,28.5,45.3,75.9
2013-04-17,20,0.59,<LD,---,24.0,32.8,57.0,78.4
2013-04-17,21,0.50,<LD,---,18.4,31.9,50.6,80.6
2013-04-17,22,0.33,3,---,3.1,21.5,24.8,81.6
2013-04-17,23,0.19,9,---,0.5,12.1,12.5,82.4
2013-04-18,00,0.13,12,---,0.3,7.8,7.6,82.7
2013-04-18,01,0.22,14,---,0.3,8.5,8.4,82.2
2013-04-18,02,0.34,19,---,0.2,3.1,2.8,80.6
2013-04-18,03,0.13,19,---,0.2,2.3,1.9,80.0
2013-04-18,04,0.14,19,---,0.3,2.2,2.0,79.1
2013-04-18,05,0.19,20,---,0.3,2.2,1.9,78.8
2013-04-18,06,0.19,16,---,1.0,5.7,6.2,78.5
2013-04-18,07,0.28,9,---,4.5,14.3,18.9,78.4
2013-04-18,08,0.28,10,---,8.0,12.2,19.9,77.9
2013-04-18,09,---,---,---,---,---,---,77.4
2013-04-18,10,---,---,---,---,---,---,75.7
2013-04-18,11,---,---,---,---,---,---,74.9
2013-04-18,12,---,---,---,---,---,---,74.4
2013-04-18,13,---,---,---,---,---,---,75.0
2013-04-18,14,---,---,---,---,---,---,75.2
2013-04-18,15,---,---,---,---,---,---,---
2013-04-18,16,---,---,---,---,---,---,---
2013-04-18,17,0.90,12,0.6,7.7,8.6,12.7,---
2013-04-18,18,0.62,8,0.4,12.8,28.6,41.6,---
2013-04-18,19,0.54,3,0.4,7.5,30.1,37.8,---
2013-04-18,20,0.32,11,0.3,0.8,13.5,14.3,---
2013-04-18,21,0.25,15,0.3,0.6,8.3,8.6,---
2013-04-18,22,0.19,16,0.3,1.3,6.7,7.2,---
2013-04-18,23,0.17,17,0.3,0.3,4.6,4.4,---
2013-04-19,00,0.15,18,0.3,0.3,3.5,3.3,---
2013-04-19,01,0.16,19,0.3,1.3,2.7,2.6,---
2013-04-19,02,0.17,19,0.3,0.2,2.2,1.9,---
2013-04-19,03,0.20,19,0.3,0.5,2.1,1.9,---
2013-04-19,04,0.23,18,0.3,0.2,2.0,1.7,---
2013-04-19,05,0.19,15,0.3,0.2,3.0,2.8,---
2013-04-19,06,0.18,11,0.3,5.9,7.7,12.5,---
2013-04-19,07,0.20,5,0.3,11.1,13.5,23.6,---
2013-04-19,08,0.29,1,0.5,33.5,21.1,54.4,---
2013-04-19,09,0.22,5,0.3,16.8,13.5,29.6,---
2013-04-19,10,0.29,9,0.3,11.5,10.7,20.9,97.0
2013-04-19,11,0.19,12,0.4,8.0,8.8,15.7,98.8
2013-04-19,12,0.16,16,0.8,5.0,7.4,12.2,98.2
2013-04-19,13,0.19,20,0.7,4.3,7.8,11.9,98.1
2013-04-19,14,0.15,23,0.7,2.7,7.0,9.8,97.4
2013-04-19,15,0.16,30,0.7,1.3,8.9,10.3,98.0
2013-04-19,16,0.18,31,0.6,2.0,10.8,12.9,99.1
2013-04-19,17,0.20,31,0.5,2.3,19.7,22.1,100.5
2013-04-19,18,0.32,8,0.5,13.8,39.4,53.4,97.5
2013-04-19,19,0.30,9,0.6,5.1,20.2,24.5,95.8
2013-04-19,20,0.20,14,0.5,0.6,10.4,10.7,94.9
2013-04-19,21,0.22,13,0.4,0.3,11.0,10.9,94.5
2013-04-19,22,0.20,15,0.4,0.9,9.4,9.8,94.6
2013-04-19,23,0.13,19,0.4,0.3,5.1,4.8,96.0
2013-04-20,00,0.10,18,0.3,0.3,3.7,3.4,96.4
2013-04-20,01,0.09,19,0.3,0.2,2.8,2.4,95.8
2013-04-20,02,0.08,18,0.3,0.3,2.6,2.3,95.8
2013-04-20,03,0.07,18,0.3,0.2,2.6,2.2,96.0
2013-04-20,04,0.06,18,0.3,0.5,2.8,2.6,96.5
2013-04-20,05,0.13,16,0.3,0.5,3.4,3.3,96.8
2013-04-20,06,0.09,13,0.3,1.1,6.1,7.0,94.4
2013-04-20,07,0.09,10,0.3,6.6,12.8,19.2,93.7
2013-04-20,08,0.17,3,0.5,20.1,21.4,41.5,94.6
2013-04-20,09,0.16,10,0.4,8.1,12.3,20.5,94.2
2013-04-20,10,0.13,15,0.4,5.5,8.3,13.3,93.7
2013-04-20,11,0.11,19,0.3,3.4,6.5,9.4,94.7
2013-04-20,12,0.10,21,0.3,1.8,4.2,6.1,95.9
2013-04-20,13,0.09,21,0.3,1.4,3.7,4.5,96.1
