"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO2,DATASET
2013-08-17:20:00,17/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-17:21:00,17/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-17:22:00,17/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-17:23:00,17/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-18:0:00,18/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-18:1:00,18/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-18:2:00,18/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-18:3:00,18/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-18:4:00,18/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-18:5:00,18/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-18:6:00,18/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-18:7:00,18/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-18:8:00,18/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-18:9:00,18/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-18:10:00,18/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-18:11:00,18/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-18:12:00,18/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-18:13:00,18/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-18:14:00,18/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-18:15:00,18/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-18:16:00,18/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-18:17:00,18/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-18:18:00,18/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-18:19:00,18/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-18:20:00,18/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-18:21:00,18/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-18:22:00,18/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-18:23:00,18/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-19:0:00,19/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-19:1:00,19/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-19:2:00,19/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-19:3:00,19/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-19:4:00,19/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-19:5:00,19/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-19:6:00,19/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-19:7:00,19/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-19:8:00,19/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-19:9:00,19/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-19:10:00,19/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-19:11:00,19/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-19:12:00,19/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-19:13:00,19/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-19:14:00,19/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-19:15:00,19/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-19:16:00,19/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-19:17:00,19/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-19:18:00,19/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-19:19:00,19/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-19:20:00,19/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-19:21:00,19/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-19:22:00,19/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-19:23:00,19/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-20:0:00,20/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-20:1:00,20/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-20:2:00,20/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-20:3:00,20/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-20:4:00,20/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-20:5:00,20/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-20:6:00,20/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-20:7:00,20/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-20:8:00,20/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-20:9:00,20/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-20:10:00,20/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-20:11:00,20/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-20:12:00,20/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-20:13:00,20/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-20:14:00,20/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-20:15:00,20/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-20:16:00,20/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-20:17:00,20/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-20:18:00,20/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-20:19:00,20/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-20:20:00,20/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-20:21:00,20/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-20:22:00,20/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-20:23:00,20/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-21:0:00,21/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-21:1:00,21/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-21:2:00,21/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-21:3:00,21/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-21:4:00,21/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-21:5:00,21/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-21:6:00,21/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-21:7:00,21/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-21:8:00,21/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-21:9:00,21/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-21:10:00,21/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-21:11:00,21/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-21:12:00,21/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-21:13:00,21/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-21:14:00,21/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-21:15:00,21/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-21:16:00,21/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-21:17:00,21/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-21:18:00,21/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-21:19:00,21/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-21:20:00,21/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-21:21:00,21/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-21:22:00,21/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-21:23:00,21/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-22:0:00,22/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-22:1:00,22/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-22:2:00,22/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-22:3:00,22/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-22:4:00,22/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-22:5:00,22/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-22:6:00,22/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-22:7:00,22/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-22:8:00,22/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-22:9:00,22/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-22:10:00,22/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-22:11:00,22/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-22:12:00,22/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-22:13:00,22/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-22:14:00,22/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-22:15:00,22/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-22:16:00,22/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-22:17:00,22/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-22:18:00,22/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-22:19:00,22/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-22:20:00,22/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-22:21:00,22/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-22:22:00,22/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-22:23:00,22/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-23:0:00,23/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-23:1:00,23/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-23:2:00,23/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-23:3:00,23/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-23:4:00,23/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-23:5:00,23/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-23:6:00,23/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-23:7:00,23/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-23:8:00,23/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-23:9:00,23/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-23:10:00,23/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-23:11:00,23/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-23:12:00,23/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-23:13:00,23/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-23:14:00,23/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-23:15:00,23/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-23:16:00,23/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-23:17:00,23/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-23:18:00,23/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-23:19:00,23/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-23:20:00,23/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-23:21:00,23/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-23:22:00,23/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-23:23:00,23/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-24:0:00,24/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-24:1:00,24/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-24:2:00,24/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-24:3:00,24/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-24:4:00,24/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-24:5:00,24/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-24:6:00,24/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-24:7:00,24/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-24:8:00,24/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-24:9:00,24/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-24:10:00,24/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-24:11:00,24/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-24:12:00,24/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-24:13:00,24/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-24:14:00,24/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-24:15:00,24/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-24:16:00,24/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-24:17:00,24/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-24:18:00,24/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-24:19:00,24/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-24:20:00,24/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-24:21:00,24/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-24:22:00,24/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-24:23:00,24/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-25:0:00,25/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-25:1:00,25/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-25:2:00,25/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-25:3:00,25/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-25:4:00,25/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-25:5:00,25/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-25:6:00,25/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-25:7:00,25/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-25:8:00,25/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-25:9:00,25/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-25:10:00,25/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-25:11:00,25/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-25:12:00,25/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-25:13:00,25/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-25:14:00,25/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-25:15:00,25/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-25:16:00,25/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-25:17:00,25/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-25:18:00,25/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-25:19:00,25/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-25:20:00,25/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-25:21:00,25/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-25:22:00,25/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-25:23:00,25/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-26:0:00,26/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-26:1:00,26/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-26:2:00,26/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-26:3:00,26/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-26:4:00,26/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-26:5:00,26/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-26:6:00,26/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-26:7:00,26/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-26:8:00,26/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-26:9:00,26/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-26:10:00,26/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-26:11:00,26/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-26:12:00,26/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-26:13:00,26/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-26:14:00,26/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-26:15:00,26/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-26:16:00,26/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-26:17:00,26/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-26:18:00,26/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-26:19:00,26/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-26:20:00,26/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-26:21:00,26/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-26:22:00,26/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-26:23:00,26/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-27:0:00,27/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-27:1:00,27/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-27:2:00,27/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-27:3:00,27/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-27:4:00,27/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-27:5:00,27/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-27:6:00,27/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-27:7:00,27/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-27:8:00,27/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-27:9:00,27/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-27:10:00,27/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-27:11:00,27/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-27:12:00,27/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-27:13:00,27/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-27:14:00,27/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-27:15:00,27/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-27:16:00,27/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-27:17:00,27/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-27:18:00,27/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-27:19:00,27/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-27:20:00,27/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-27:21:00,27/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-27:22:00,27/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-27:23:00,27/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-28:0:00,28/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-28:1:00,28/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-28:2:00,28/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-28:3:00,28/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-28:4:00,28/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-28:5:00,28/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-28:6:00,28/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-28:7:00,28/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-28:8:00,28/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-28:9:00,28/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-28:10:00,28/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-28:11:00,28/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-28:12:00,28/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-28:13:00,28/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-28:14:00,28/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-28:15:00,28/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-28:16:00,28/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-28:17:00,28/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-28:18:00,28/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-28:19:00,28/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-28:20:00,28/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-28:21:00,28/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-28:22:00,28/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-28:23:00,28/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-29:0:00,29/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-29:1:00,29/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-29:2:00,29/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-29:3:00,29/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-29:4:00,29/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-29:5:00,29/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-29:6:00,29/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-29:7:00,29/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-29:8:00,29/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-29:9:00,29/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-29:10:00,29/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-29:11:00,29/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-29:12:00,29/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-29:13:00,29/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-29:14:00,29/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-29:15:00,29/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-29:16:00,29/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-29:17:00,29/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-29:18:00,29/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-29:19:00,29/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-29:20:00,29/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-29:21:00,29/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-29:22:00,29/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-29:23:00,29/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-30:0:00,30/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-30:1:00,30/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-30:2:00,30/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-30:3:00,30/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-30:4:00,30/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-30:5:00,30/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-30:6:00,30/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-30:7:00,30/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-30:8:00,30/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-30:9:00,30/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-30:10:00,30/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-30:11:00,30/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-30:12:00,30/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-30:13:00,30/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-30:14:00,30/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-30:15:00,30/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-30:16:00,30/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-30:17:00,30/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-30:18:00,30/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-30:19:00,30/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-30:20:00,30/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-30:21:00,30/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-30:22:00,30/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-30:23:00,30/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-08-31:0:00,31/08/2013,1, , ,MGSET_01_2009_2018_PA
2013-08-31:1:00,31/08/2013,2, , ,MGSET_01_2009_2018_PA
2013-08-31:2:00,31/08/2013,3, , ,MGSET_01_2009_2018_PA
2013-08-31:3:00,31/08/2013,4, , ,MGSET_01_2009_2018_PA
2013-08-31:4:00,31/08/2013,5, , ,MGSET_01_2009_2018_PA
2013-08-31:5:00,31/08/2013,6, , ,MGSET_01_2009_2018_PA
2013-08-31:6:00,31/08/2013,7, , ,MGSET_01_2009_2018_PA
2013-08-31:7:00,31/08/2013,8, , ,MGSET_01_2009_2018_PA
2013-08-31:8:00,31/08/2013,9, , ,MGSET_01_2009_2018_PA
2013-08-31:9:00,31/08/2013,10, , ,MGSET_01_2009_2018_PA
2013-08-31:10:00,31/08/2013,11, , ,MGSET_01_2009_2018_PA
2013-08-31:11:00,31/08/2013,12, , ,MGSET_01_2009_2018_PA
2013-08-31:12:00,31/08/2013,13, , ,MGSET_01_2009_2018_PA
2013-08-31:13:00,31/08/2013,14, , ,MGSET_01_2009_2018_PA
2013-08-31:14:00,31/08/2013,15, , ,MGSET_01_2009_2018_PA
2013-08-31:15:00,31/08/2013,16, , ,MGSET_01_2009_2018_PA
2013-08-31:16:00,31/08/2013,17, , ,MGSET_01_2009_2018_PA
2013-08-31:17:00,31/08/2013,18, , ,MGSET_01_2009_2018_PA
2013-08-31:18:00,31/08/2013,19, , ,MGSET_01_2009_2018_PA
2013-08-31:19:00,31/08/2013,20, , ,MGSET_01_2009_2018_PA
2013-08-31:20:00,31/08/2013,21, , ,MGSET_01_2009_2018_PA
2013-08-31:21:00,31/08/2013,22, , ,MGSET_01_2009_2018_PA
2013-08-31:22:00,31/08/2013,23, , ,MGSET_01_2009_2018_PA
2013-08-31:23:00,31/08/2013,24, , ,MGSET_01_2009_2018_PA
2013-09-01:0:00,01/09/2013,1, , ,MGSET_01_2009_2018_PA
2013-09-01:1:00,01/09/2013,2, , ,MGSET_01_2009_2018_PA
2013-09-01:2:00,01/09/2013,3, , ,MGSET_01_2009_2018_PA
2013-09-01:3:00,01/09/2013,4, , ,MGSET_01_2009_2018_PA
2013-09-01:4:00,01/09/2013,5, , ,MGSET_01_2009_2018_PA
2013-09-01:5:00,01/09/2013,6, , ,MGSET_01_2009_2018_PA
2013-09-01:6:00,01/09/2013,7, , ,MGSET_01_2009_2018_PA
2013-09-01:7:00,01/09/2013,8, , ,MGSET_01_2009_2018_PA
2013-09-01:8:00,01/09/2013,9, , ,MGSET_01_2009_2018_PA
2013-09-01:9:00,01/09/2013,10, , ,MGSET_01_2009_2018_PA
2013-09-01:10:00,01/09/2013,11, , ,MGSET_01_2009_2018_PA
2013-09-01:11:00,01/09/2013,12, , ,MGSET_01_2009_2018_PA
2013-09-01:12:00,01/09/2013,13, , ,MGSET_01_2009_2018_PA
2013-09-01:13:00,01/09/2013,14, , ,MGSET_01_2009_2018_PA
2013-09-01:14:00,01/09/2013,15, , ,MGSET_01_2009_2018_PA
2013-09-01:15:00,01/09/2013,16, , ,MGSET_01_2009_2018_PA
2013-09-01:16:00,01/09/2013,17, , ,MGSET_01_2009_2018_PA
