"FECHA_HORA",FECHA,HORA,AIRQ_CO,AIRQ_NO2,DATASET
2009-10-22:0:00,22/10/2009,1,0.91, ,MGSET_01_2009_2018_PA
2009-10-22:1:00,22/10/2009,2,0.9, ,MGSET_01_2009_2018_PA
2009-10-22:2:00,22/10/2009,3,0.9, ,MGSET_01_2009_2018_PA
2009-10-22:3:00,22/10/2009,4,0.85, ,MGSET_01_2009_2018_PA
2009-10-22:4:00,22/10/2009,5,0.76, ,MGSET_01_2009_2018_PA
2009-10-22:5:00,22/10/2009,6,0.69, ,MGSET_01_2009_2018_PA
2009-10-22:6:00,22/10/2009,7,0.64, ,MGSET_01_2009_2018_PA
2009-10-22:7:00,22/10/2009,8,0.64, ,MGSET_01_2009_2018_PA
2009-10-22:8:00,22/10/2009,9,0.65, ,MGSET_01_2009_2018_PA
2009-10-22:9:00,22/10/2009,10,0.7, ,MGSET_01_2009_2018_PA
2009-10-22:10:00,22/10/2009,11,0.7, ,MGSET_01_2009_2018_PA
2009-10-22:11:00,22/10/2009,12,0.74, ,MGSET_01_2009_2018_PA
2009-10-22:12:00,22/10/2009,13,0.8, ,MGSET_01_2009_2018_PA
2009-10-22:13:00,22/10/2009,14,0.85, ,MGSET_01_2009_2018_PA
2009-10-22:14:00,22/10/2009,15,0.89, ,MGSET_01_2009_2018_PA
2009-10-22:15:00,22/10/2009,16,0.88, ,MGSET_01_2009_2018_PA
2009-10-22:16:00,22/10/2009,17,0.86, ,MGSET_01_2009_2018_PA
2009-10-22:17:00,22/10/2009,18,0.84, ,MGSET_01_2009_2018_PA
2009-10-22:18:00,22/10/2009,19,0.89, ,MGSET_01_2009_2018_PA
2009-10-22:19:00,22/10/2009,20,0.95, ,MGSET_01_2009_2018_PA
2009-10-22:20:00,22/10/2009,21,1, ,MGSET_01_2009_2018_PA
2009-10-22:21:00,22/10/2009,22,1.06, ,MGSET_01_2009_2018_PA
2009-10-22:22:00,22/10/2009,23,1.15, ,MGSET_01_2009_2018_PA
2009-10-22:23:00,22/10/2009,24,1.26, ,MGSET_01_2009_2018_PA
2009-10-23:0:00,23/10/2009,1,1.26, ,MGSET_01_2009_2018_PA
2009-10-23:1:00,23/10/2009,2,1.19, ,MGSET_01_2009_2018_PA
2009-10-23:2:00,23/10/2009,3,1.05, ,MGSET_01_2009_2018_PA
2009-10-23:3:00,23/10/2009,4,0.91, ,MGSET_01_2009_2018_PA
2009-10-23:4:00,23/10/2009,5,0.76, ,MGSET_01_2009_2018_PA
2009-10-23:5:00,23/10/2009,6,0.63, ,MGSET_01_2009_2018_PA
2009-10-23:6:00,23/10/2009,7,0.49, ,MGSET_01_2009_2018_PA
2009-10-23:7:00,23/10/2009,8,0.35, ,MGSET_01_2009_2018_PA
2009-10-23:8:00,23/10/2009,9,0.31, ,MGSET_01_2009_2018_PA
2009-10-23:9:00,23/10/2009,10,0.3, ,MGSET_01_2009_2018_PA
2009-10-23:10:00,23/10/2009,11,0.3, ,MGSET_01_2009_2018_PA
2009-10-23:11:00,23/10/2009,12,0.3, ,MGSET_01_2009_2018_PA
2009-10-26:0:00,26/10/2009,1,0.53, ,MGSET_01_2009_2018_PA
2009-10-26:1:00,26/10/2009,2,0.55, ,MGSET_01_2009_2018_PA
2009-10-26:2:00,26/10/2009,3,0.55, ,MGSET_01_2009_2018_PA
2009-10-26:3:00,26/10/2009,4,0.51, ,MGSET_01_2009_2018_PA
2009-10-26:4:00,26/10/2009,5,0.48, ,MGSET_01_2009_2018_PA
2009-10-26:5:00,26/10/2009,6,0.41, ,MGSET_01_2009_2018_PA
2009-10-26:6:00,26/10/2009,7,0.35, ,MGSET_01_2009_2018_PA
2009-10-26:7:00,26/10/2009,8,0.26, ,MGSET_01_2009_2018_PA
2009-10-26:8:00,26/10/2009,9,0.19, ,MGSET_01_2009_2018_PA
2009-10-26:9:00,26/10/2009,10,0.18, ,MGSET_01_2009_2018_PA
2009-10-26:10:00,26/10/2009,11,0.18, ,MGSET_01_2009_2018_PA
2009-10-26:11:00,26/10/2009,12,0.2, ,MGSET_01_2009_2018_PA
2009-10-26:12:00,26/10/2009,13,0.25, ,MGSET_01_2009_2018_PA
2009-10-26:13:00,26/10/2009,14,0.31, ,MGSET_01_2009_2018_PA
2009-10-26:14:00,26/10/2009,15,0.36, ,MGSET_01_2009_2018_PA
2009-10-26:15:00,26/10/2009,16,0.43, ,MGSET_01_2009_2018_PA
2009-10-26:16:00,26/10/2009,17,0.48, ,MGSET_01_2009_2018_PA
2009-10-26:17:00,26/10/2009,18,0.5, ,MGSET_01_2009_2018_PA
2009-10-26:18:00,26/10/2009,19,0.56, ,MGSET_01_2009_2018_PA
2009-10-26:19:00,26/10/2009,20,0.63, ,MGSET_01_2009_2018_PA
2009-10-26:20:00,26/10/2009,21,0.68, ,MGSET_01_2009_2018_PA
2009-10-26:21:00,26/10/2009,22,0.73, ,MGSET_01_2009_2018_PA
2009-10-26:22:00,26/10/2009,23,0.76, ,MGSET_01_2009_2018_PA
2009-10-26:23:00,26/10/2009,24,0.78, ,MGSET_01_2009_2018_PA
2009-10-27:0:00,27/10/2009,1,0.79, ,MGSET_01_2009_2018_PA
2009-10-27:1:00,27/10/2009,2,0.8, ,MGSET_01_2009_2018_PA
2009-10-27:2:00,27/10/2009,3,0.76, ,MGSET_01_2009_2018_PA
2009-10-27:3:00,27/10/2009,4,0.71, ,MGSET_01_2009_2018_PA
2009-10-27:4:00,27/10/2009,5,0.63, ,MGSET_01_2009_2018_PA
2009-10-27:5:00,27/10/2009,6,0.53, ,MGSET_01_2009_2018_PA
2009-10-27:6:00,27/10/2009,7,0.45, ,MGSET_01_2009_2018_PA
2009-10-27:7:00,27/10/2009,8,0.39, ,MGSET_01_2009_2018_PA
2009-10-27:8:00,27/10/2009,9,0.33, ,MGSET_01_2009_2018_PA
2009-10-27:9:00,27/10/2009,10,0.26, ,MGSET_01_2009_2018_PA
2009-10-27:10:00,27/10/2009,11,0.23, ,MGSET_01_2009_2018_PA
2009-10-27:11:00,27/10/2009,12,0.19, ,MGSET_01_2009_2018_PA
2009-10-27:12:00,27/10/2009,13,0.19, ,MGSET_01_2009_2018_PA
2009-10-27:13:00,27/10/2009,14,0.19, ,MGSET_01_2009_2018_PA
2009-10-27:14:00,27/10/2009,15,0.2, ,MGSET_01_2009_2018_PA
2009-10-27:15:00,27/10/2009,16,0.24, ,MGSET_01_2009_2018_PA
2009-10-27:16:00,27/10/2009,17,0.3, ,MGSET_01_2009_2018_PA
2009-10-27:17:00,27/10/2009,18,0.36, ,MGSET_01_2009_2018_PA
2009-10-27:18:00,27/10/2009,19,0.46, ,MGSET_01_2009_2018_PA
2009-10-27:19:00,27/10/2009,20,0.61, ,MGSET_01_2009_2018_PA
2009-10-27:20:00,27/10/2009,21,0.8, ,MGSET_01_2009_2018_PA
2009-10-27:21:00,27/10/2009,22,1, ,MGSET_01_2009_2018_PA
2009-10-27:22:00,27/10/2009,23,1.15, ,MGSET_01_2009_2018_PA
2009-10-27:23:00,27/10/2009,24,1.2, ,MGSET_01_2009_2018_PA
2009-10-28:0:00,28/10/2009,1,1.18, ,MGSET_01_2009_2018_PA
2009-10-28:1:00,28/10/2009,2,1.14, ,MGSET_01_2009_2018_PA
2009-10-28:2:00,28/10/2009,3,1.05, ,MGSET_01_2009_2018_PA
2009-10-28:3:00,28/10/2009,4,0.93, ,MGSET_01_2009_2018_PA
2009-10-28:4:00,28/10/2009,5,0.75, ,MGSET_01_2009_2018_PA
2009-10-28:5:00,28/10/2009,6,0.56, ,MGSET_01_2009_2018_PA
2009-10-28:6:00,28/10/2009,7,0.4, ,MGSET_01_2009_2018_PA
2009-10-28:7:00,28/10/2009,8,0.33, ,MGSET_01_2009_2018_PA
2009-10-28:8:00,28/10/2009,9,0.33, ,MGSET_01_2009_2018_PA
2009-10-28:9:00,28/10/2009,10,0.38, ,MGSET_01_2009_2018_PA
2009-10-28:10:00,28/10/2009,11,0.4, ,MGSET_01_2009_2018_PA
2009-10-28:11:00,28/10/2009,12,0.43, ,MGSET_01_2009_2018_PA
2009-10-28:12:00,28/10/2009,13,0.48, ,MGSET_01_2009_2018_PA
2009-10-28:13:00,28/10/2009,14,0.51, ,MGSET_01_2009_2018_PA
2009-10-28:14:00,28/10/2009,15,0.56, ,MGSET_01_2009_2018_PA
2009-10-28:15:00,28/10/2009,16,0.6, ,MGSET_01_2009_2018_PA
2009-10-28:16:00,28/10/2009,17,0.68, ,MGSET_01_2009_2018_PA
2009-10-28:17:00,28/10/2009,18,0.75, ,MGSET_01_2009_2018_PA
2009-10-28:18:00,28/10/2009,19,0.89, ,MGSET_01_2009_2018_PA
2009-10-28:19:00,28/10/2009,20,1.04, ,MGSET_01_2009_2018_PA
2009-10-28:20:00,28/10/2009,21,1.19, ,MGSET_01_2009_2018_PA
2009-10-28:21:00,28/10/2009,22,1.34, ,MGSET_01_2009_2018_PA
2009-10-28:22:00,28/10/2009,23,1.45, ,MGSET_01_2009_2018_PA
2009-10-28:23:00,28/10/2009,24,1.54, ,MGSET_01_2009_2018_PA
2009-11-01:12:00,01/11/2009,13,0.76, ,MGSET_01_2009_2018_PA
2009-11-01:13:00,01/11/2009,14,0.84, ,MGSET_01_2009_2018_PA
2009-11-01:14:00,01/11/2009,15,0.88, ,MGSET_01_2009_2018_PA
2009-11-01:15:00,01/11/2009,16,0.88, ,MGSET_01_2009_2018_PA
2009-11-01:16:00,01/11/2009,17,0.88, ,MGSET_01_2009_2018_PA
2009-11-01:17:00,01/11/2009,18,0.85, ,MGSET_01_2009_2018_PA
2009-11-01:18:00,01/11/2009,19,0.81, ,MGSET_01_2009_2018_PA
2009-11-01:19:00,01/11/2009,20,0.78, ,MGSET_01_2009_2018_PA
2009-11-01:20:00,01/11/2009,21,0.74, ,MGSET_01_2009_2018_PA
2009-11-01:21:00,01/11/2009,22,0.68, ,MGSET_01_2009_2018_PA
2009-11-01:22:00,01/11/2009,23,0.65, ,MGSET_01_2009_2018_PA
2009-11-01:23:00,01/11/2009,24,0.66, ,MGSET_01_2009_2018_PA
2009-11-02:0:00,02/11/2009,1,0.66, ,MGSET_01_2009_2018_PA
2009-11-02:1:00,02/11/2009,2,0.66, ,MGSET_01_2009_2018_PA
2009-11-02:2:00,02/11/2009,3,0.65, ,MGSET_01_2009_2018_PA
2009-11-02:3:00,02/11/2009,4,0.63, ,MGSET_01_2009_2018_PA
2009-11-02:4:00,02/11/2009,5,0.58, ,MGSET_01_2009_2018_PA
2009-11-02:5:00,02/11/2009,6,0.54, ,MGSET_01_2009_2018_PA
2009-11-02:6:00,02/11/2009,7,0.53, ,MGSET_01_2009_2018_PA
2009-11-02:7:00,02/11/2009,8,0.56, ,MGSET_01_2009_2018_PA
2009-11-02:8:00,02/11/2009,9,0.65, ,MGSET_01_2009_2018_PA
2009-11-02:9:00,02/11/2009,10,0.78, ,MGSET_01_2009_2018_PA
2009-11-02:10:00,02/11/2009,11,0.89, ,MGSET_01_2009_2018_PA
2009-11-02:11:00,02/11/2009,12,0.99, ,MGSET_01_2009_2018_PA
2009-11-04:0:00,04/11/2009,1,1.4, ,MGSET_01_2009_2018_PA
2009-11-04:1:00,04/11/2009,2,1.4, ,MGSET_01_2009_2018_PA
2009-11-04:2:00,04/11/2009,3,1.35, ,MGSET_01_2009_2018_PA
2009-11-04:3:00,04/11/2009,4,1.26, ,MGSET_01_2009_2018_PA
2009-11-04:4:00,04/11/2009,5,1.16, ,MGSET_01_2009_2018_PA
2009-11-04:5:00,04/11/2009,6,1.05, ,MGSET_01_2009_2018_PA
2009-11-04:6:00,04/11/2009,7,0.95, ,MGSET_01_2009_2018_PA
2009-11-04:7:00,04/11/2009,8,0.88, ,MGSET_01_2009_2018_PA
2009-11-04:8:00,04/11/2009,9,0.84, ,MGSET_01_2009_2018_PA
2009-11-04:9:00,04/11/2009,10,0.81, ,MGSET_01_2009_2018_PA
2009-11-04:10:00,04/11/2009,11,0.79, ,MGSET_01_2009_2018_PA
2009-11-04:11:00,04/11/2009,12,0.79, ,MGSET_01_2009_2018_PA
2009-11-04:12:00,04/11/2009,13,0.81, ,MGSET_01_2009_2018_PA
2009-11-04:13:00,04/11/2009,14,0.84, ,MGSET_01_2009_2018_PA
2009-11-04:14:00,04/11/2009,15,0.89, ,MGSET_01_2009_2018_PA
2009-11-04:15:00,04/11/2009,16,0.91, ,MGSET_01_2009_2018_PA
2009-11-04:16:00,04/11/2009,17,0.89, ,MGSET_01_2009_2018_PA
2009-11-04:17:00,04/11/2009,18,0.89, ,MGSET_01_2009_2018_PA
2009-11-04:18:00,04/11/2009,19,0.91, ,MGSET_01_2009_2018_PA
2009-11-04:19:00,04/11/2009,20,0.95, ,MGSET_01_2009_2018_PA
2009-11-04:20:00,04/11/2009,21,0.99, ,MGSET_01_2009_2018_PA
2009-11-04:21:00,04/11/2009,22,1.03, ,MGSET_01_2009_2018_PA
2009-11-04:22:00,04/11/2009,23,1.05, ,MGSET_01_2009_2018_PA
2009-11-04:23:00,04/11/2009,24,1.09, ,MGSET_01_2009_2018_PA
2009-11-05:0:00,05/11/2009,1,1.14, ,MGSET_01_2009_2018_PA
2009-11-05:1:00,05/11/2009,2,1.14, ,MGSET_01_2009_2018_PA
2009-11-05:2:00,05/11/2009,3,1.11, ,MGSET_01_2009_2018_PA
2009-11-05:3:00,05/11/2009,4,1.08, ,MGSET_01_2009_2018_PA
2009-11-05:4:00,05/11/2009,5,1.04, ,MGSET_01_2009_2018_PA
2009-11-05:5:00,05/11/2009,6,1.01, ,MGSET_01_2009_2018_PA
2009-11-05:6:00,05/11/2009,7,1.01, ,MGSET_01_2009_2018_PA
2009-11-05:7:00,05/11/2009,8,1.03, ,MGSET_01_2009_2018_PA
2009-11-05:8:00,05/11/2009,9,1.06, ,MGSET_01_2009_2018_PA
2009-11-05:9:00,05/11/2009,10,1.09, ,MGSET_01_2009_2018_PA
2009-11-05:10:00,05/11/2009,11,1.14, ,MGSET_01_2009_2018_PA
2009-11-05:11:00,05/11/2009,12,1.28, ,MGSET_01_2009_2018_PA
2009-11-05:12:00,05/11/2009,13,1.41, ,MGSET_01_2009_2018_PA
2009-11-05:13:00,05/11/2009,14,1.46, ,MGSET_01_2009_2018_PA
2009-11-05:14:00,05/11/2009,15,1.48, ,MGSET_01_2009_2018_PA
2009-11-05:15:00,05/11/2009,16,1.45, ,MGSET_01_2009_2018_PA
2009-11-05:16:00,05/11/2009,17,1.43, ,MGSET_01_2009_2018_PA
2009-11-05:17:00,05/11/2009,18,1.45, ,MGSET_01_2009_2018_PA
2009-11-05:18:00,05/11/2009,19,1.48, ,MGSET_01_2009_2018_PA
2009-11-05:19:00,05/11/2009,20,1.43, ,MGSET_01_2009_2018_PA
2009-11-05:20:00,05/11/2009,21,1.35, ,MGSET_01_2009_2018_PA
2009-11-05:21:00,05/11/2009,22,1.33, ,MGSET_01_2009_2018_PA
2009-11-05:22:00,05/11/2009,23,1.3, ,MGSET_01_2009_2018_PA
2009-11-05:23:00,05/11/2009,24,1.28, ,MGSET_01_2009_2018_PA
2009-11-06:0:00,06/11/2009,1,1.24, ,MGSET_01_2009_2018_PA
2009-11-06:1:00,06/11/2009,2,1.19, ,MGSET_01_2009_2018_PA
2009-11-06:2:00,06/11/2009,3,1.14, ,MGSET_01_2009_2018_PA
2009-11-06:3:00,06/11/2009,4,1.05, ,MGSET_01_2009_2018_PA
2009-11-06:4:00,06/11/2009,5,0.96, ,MGSET_01_2009_2018_PA
2009-11-06:5:00,06/11/2009,6,0.9, ,MGSET_01_2009_2018_PA
2009-11-06:6:00,06/11/2009,7,0.85, ,MGSET_01_2009_2018_PA
2009-11-06:7:00,06/11/2009,8,0.84, ,MGSET_01_2009_2018_PA
2009-11-06:8:00,06/11/2009,9,0.89, ,MGSET_01_2009_2018_PA
2009-11-06:9:00,06/11/2009,10,1.06, ,MGSET_01_2009_2018_PA
2009-11-06:10:00,06/11/2009,11,1.36, ,MGSET_01_2009_2018_PA
2009-11-06:11:00,06/11/2009,12,1.65, ,MGSET_01_2009_2018_PA
2009-11-06:12:00,06/11/2009,13,1.79, ,MGSET_01_2009_2018_PA
2009-11-06:13:00,06/11/2009,14,1.96, ,MGSET_01_2009_2018_PA
2009-11-06:14:00,06/11/2009,15,2.04, ,MGSET_01_2009_2018_PA
2009-11-06:15:00,06/11/2009,16,2.05, ,MGSET_01_2009_2018_PA
2009-11-06:16:00,06/11/2009,17,2.09, ,MGSET_01_2009_2018_PA
2009-11-06:17:00,06/11/2009,18,2.01, ,MGSET_01_2009_2018_PA
2009-11-06:18:00,06/11/2009,19,1.83, ,MGSET_01_2009_2018_PA
2009-11-06:19:00,06/11/2009,20,1.65, ,MGSET_01_2009_2018_PA
2009-11-06:20:00,06/11/2009,21,1.58, ,MGSET_01_2009_2018_PA
2009-11-06:21:00,06/11/2009,22,1.45, ,MGSET_01_2009_2018_PA
2009-11-06:22:00,06/11/2009,23,1.41, ,MGSET_01_2009_2018_PA
2009-11-06:23:00,06/11/2009,24,1.4, ,MGSET_01_2009_2018_PA
2009-11-07:0:00,07/11/2009,1,1.28, ,MGSET_01_2009_2018_PA
2009-11-07:1:00,07/11/2009,2,1.13, ,MGSET_01_2009_2018_PA
2009-11-07:2:00,07/11/2009,3,0.96, ,MGSET_01_2009_2018_PA
2009-11-07:3:00,07/11/2009,4,0.81, ,MGSET_01_2009_2018_PA
2009-11-07:4:00,07/11/2009,5,0.73, ,MGSET_01_2009_2018_PA
2009-11-07:5:00,07/11/2009,6,0.66, ,MGSET_01_2009_2018_PA
2009-11-07:6:00,07/11/2009,7,0.6, ,MGSET_01_2009_2018_PA
2009-11-07:7:00,07/11/2009,8,0.54, ,MGSET_01_2009_2018_PA
2009-11-07:8:00,07/11/2009,9,0.51, ,MGSET_01_2009_2018_PA
2009-11-07:9:00,07/11/2009,10,0.51, ,MGSET_01_2009_2018_PA
2009-11-07:10:00,07/11/2009,11,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:11:00,07/11/2009,12,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:12:00,07/11/2009,13,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:13:00,07/11/2009,14,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:14:00,07/11/2009,15,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:15:00,07/11/2009,16,0.51, ,MGSET_01_2009_2018_PA
2009-11-07:16:00,07/11/2009,17,0.51, ,MGSET_01_2009_2018_PA
2009-11-07:17:00,07/11/2009,18,0.5, ,MGSET_01_2009_2018_PA
2009-11-07:18:00,07/11/2009,19,0.51, ,MGSET_01_2009_2018_PA
2009-11-07:19:00,07/11/2009,20,0.53, ,MGSET_01_2009_2018_PA
2009-11-07:20:00,07/11/2009,21,0.55, ,MGSET_01_2009_2018_PA
2009-11-07:21:00,07/11/2009,22,0.6, ,MGSET_01_2009_2018_PA
2009-11-07:22:00,07/11/2009,23,0.69, ,MGSET_01_2009_2018_PA
2009-11-07:23:00,07/11/2009,24,0.8, ,MGSET_01_2009_2018_PA
2009-11-08:0:00,08/11/2009,1,0.89, ,MGSET_01_2009_2018_PA
2009-11-08:1:00,08/11/2009,2,0.95, ,MGSET_01_2009_2018_PA
2009-11-08:2:00,08/11/2009,3,0.99, ,MGSET_01_2009_2018_PA
2009-11-08:3:00,08/11/2009,4,1.01, ,MGSET_01_2009_2018_PA
2009-11-08:4:00,08/11/2009,5,1.01, ,MGSET_01_2009_2018_PA
2009-11-08:5:00,08/11/2009,6,0.98, ,MGSET_01_2009_2018_PA
2009-11-08:6:00,08/11/2009,7,0.9, ,MGSET_01_2009_2018_PA
2009-11-08:7:00,08/11/2009,8,0.8, ,MGSET_01_2009_2018_PA
2009-11-08:8:00,08/11/2009,9,0.73, ,MGSET_01_2009_2018_PA
2009-11-08:9:00,08/11/2009,10,0.66, ,MGSET_01_2009_2018_PA
2009-11-08:10:00,08/11/2009,11,0.61, ,MGSET_01_2009_2018_PA
2009-11-08:11:00,08/11/2009,12,0.58, ,MGSET_01_2009_2018_PA
2009-11-08:12:00,08/11/2009,13,0.56, ,MGSET_01_2009_2018_PA
2009-11-08:13:00,08/11/2009,14,0.56, ,MGSET_01_2009_2018_PA
2009-11-08:14:00,08/11/2009,15,0.56, ,MGSET_01_2009_2018_PA
2009-11-08:15:00,08/11/2009,16,0.56, ,MGSET_01_2009_2018_PA
2009-11-08:16:00,08/11/2009,17,0.56, ,MGSET_01_2009_2018_PA
2009-11-08:17:00,08/11/2009,18,0.58, ,MGSET_01_2009_2018_PA
2009-11-08:18:00,08/11/2009,19,0.59, ,MGSET_01_2009_2018_PA
2009-11-08:19:00,08/11/2009,20,0.6, ,MGSET_01_2009_2018_PA
2009-11-08:20:00,08/11/2009,21,0.61, ,MGSET_01_2009_2018_PA
2009-11-08:21:00,08/11/2009,22,0.63, ,MGSET_01_2009_2018_PA
2009-11-08:22:00,08/11/2009,23,0.64, ,MGSET_01_2009_2018_PA
2009-11-08:23:00,08/11/2009,24,0.65, ,MGSET_01_2009_2018_PA
2009-11-09:0:00,09/11/2009,1,0.66, ,MGSET_01_2009_2018_PA
2009-11-09:1:00,09/11/2009,2,0.68, ,MGSET_01_2009_2018_PA
2009-11-09:2:00,09/11/2009,3,0.68, ,MGSET_01_2009_2018_PA
2009-11-09:3:00,09/11/2009,4,0.68, ,MGSET_01_2009_2018_PA
2009-11-09:4:00,09/11/2009,5,0.65, ,MGSET_01_2009_2018_PA
2009-11-09:5:00,09/11/2009,6,0.63, ,MGSET_01_2009_2018_PA
2009-11-09:6:00,09/11/2009,7,0.6, ,MGSET_01_2009_2018_PA
2009-11-09:7:00,09/11/2009,8,0.59, ,MGSET_01_2009_2018_PA
2009-11-09:8:00,09/11/2009,9,0.58, ,MGSET_01_2009_2018_PA
2009-11-09:9:00,09/11/2009,10,0.55, ,MGSET_01_2009_2018_PA
2009-11-09:10:00,09/11/2009,11,0.54, ,MGSET_01_2009_2018_PA
2009-11-09:11:00,09/11/2009,12,0.51, ,MGSET_01_2009_2018_PA
2009-11-09:12:00,09/11/2009,13,0.5, ,MGSET_01_2009_2018_PA
2009-11-09:13:00,09/11/2009,14,0.49, ,MGSET_01_2009_2018_PA
2009-11-09:14:00,09/11/2009,15,0.49, ,MGSET_01_2009_2018_PA
2009-11-09:15:00,09/11/2009,16,0.48, ,MGSET_01_2009_2018_PA
2009-11-09:16:00,09/11/2009,17,0.5, ,MGSET_01_2009_2018_PA
2009-11-09:17:00,09/11/2009,18,0.53, ,MGSET_01_2009_2018_PA
2009-11-09:18:00,09/11/2009,19,0.59, ,MGSET_01_2009_2018_PA
2009-11-09:19:00,09/11/2009,20,0.73, ,MGSET_01_2009_2018_PA
2009-11-09:20:00,09/11/2009,21,0.88, ,MGSET_01_2009_2018_PA
2009-11-09:21:00,09/11/2009,22,1.01, ,MGSET_01_2009_2018_PA
2009-11-09:22:00,09/11/2009,23,1.14, ,MGSET_01_2009_2018_PA
2009-11-09:23:00,09/11/2009,24,1.28, ,MGSET_01_2009_2018_PA
2009-11-10:0:00,10/11/2009,1,1.34, ,MGSET_01_2009_2018_PA
2009-11-10:1:00,10/11/2009,2,1.38, ,MGSET_01_2009_2018_PA
2009-11-10:2:00,10/11/2009,3,1.36, ,MGSET_01_2009_2018_PA
2009-11-10:3:00,10/11/2009,4,1.29, ,MGSET_01_2009_2018_PA
2009-11-10:4:00,10/11/2009,5,1.16, ,MGSET_01_2009_2018_PA
2009-11-10:5:00,10/11/2009,6,1.05, ,MGSET_01_2009_2018_PA
2009-11-10:6:00,10/11/2009,7,0.95, ,MGSET_01_2009_2018_PA
2009-11-10:7:00,10/11/2009,8,0.89, ,MGSET_01_2009_2018_PA
2009-11-10:8:00,10/11/2009,9,0.89, ,MGSET_01_2009_2018_PA
2009-11-10:9:00,10/11/2009,10,0.9, ,MGSET_01_2009_2018_PA
2009-11-10:10:00,10/11/2009,11,0.93, ,MGSET_01_2009_2018_PA
2009-11-10:11:00,10/11/2009,12,0.93, ,MGSET_01_2009_2018_PA
2009-11-10:12:00,10/11/2009,13,0.98, ,MGSET_01_2009_2018_PA
2009-11-10:13:00,10/11/2009,14,1.03, ,MGSET_01_2009_2018_PA
2009-11-10:14:00,10/11/2009,15,1.03, ,MGSET_01_2009_2018_PA
2009-11-10:15:00,10/11/2009,16,0.99, ,MGSET_01_2009_2018_PA
2009-11-10:16:00,10/11/2009,17,0.93, ,MGSET_01_2009_2018_PA
2009-11-10:17:00,10/11/2009,18,0.9, ,MGSET_01_2009_2018_PA
2009-11-10:18:00,10/11/2009,19,0.9, ,MGSET_01_2009_2018_PA
2009-11-10:19:00,10/11/2009,20,0.91, ,MGSET_01_2009_2018_PA
2009-11-10:20:00,10/11/2009,21,0.88, ,MGSET_01_2009_2018_PA
2009-11-10:21:00,10/11/2009,22,0.88, ,MGSET_01_2009_2018_PA
2009-11-10:22:00,10/11/2009,23,0.9, ,MGSET_01_2009_2018_PA
2009-11-10:23:00,10/11/2009,24,0.91, ,MGSET_01_2009_2018_PA
2009-11-11:0:00,11/11/2009,1,0.94, ,MGSET_01_2009_2018_PA
2009-11-11:1:00,11/11/2009,2,0.93, ,MGSET_01_2009_2018_PA
2009-11-11:2:00,11/11/2009,3,0.89, ,MGSET_01_2009_2018_PA
2009-11-11:3:00,11/11/2009,4,0.86, ,MGSET_01_2009_2018_PA
2009-11-11:4:00,11/11/2009,5,0.88, ,MGSET_01_2009_2018_PA
2009-11-11:5:00,11/11/2009,6,0.84, ,MGSET_01_2009_2018_PA
2009-11-11:6:00,11/11/2009,7,0.81, ,MGSET_01_2009_2018_PA
2009-11-11:7:00,11/11/2009,8,0.79, ,MGSET_01_2009_2018_PA
2009-11-11:8:00,11/11/2009,9,0.76, ,MGSET_01_2009_2018_PA
2009-11-11:9:00,11/11/2009,10,0.73, ,MGSET_01_2009_2018_PA
2009-11-11:10:00,11/11/2009,11,0.68, ,MGSET_01_2009_2018_PA
2009-11-11:11:00,11/11/2009,12,0.63, ,MGSET_01_2009_2018_PA
2009-11-11:12:00,11/11/2009,13,0.58, ,MGSET_01_2009_2018_PA
2009-11-11:13:00,11/11/2009,14,0.55, ,MGSET_01_2009_2018_PA
2009-11-11:14:00,11/11/2009,15,0.56, ,MGSET_01_2009_2018_PA
2009-11-11:15:00,11/11/2009,16,0.58, ,MGSET_01_2009_2018_PA
2009-11-11:16:00,11/11/2009,17,0.6, ,MGSET_01_2009_2018_PA
2009-11-11:17:00,11/11/2009,18,0.7, ,MGSET_01_2009_2018_PA
2009-11-11:18:00,11/11/2009,19,0.8, ,MGSET_01_2009_2018_PA
2009-11-11:19:00,11/11/2009,20,0.89, ,MGSET_01_2009_2018_PA
2009-11-11:20:00,11/11/2009,21,1.01, ,MGSET_01_2009_2018_PA
2009-11-11:21:00,11/11/2009,22,1.06, ,MGSET_01_2009_2018_PA
2009-11-11:22:00,11/11/2009,23,1.04, ,MGSET_01_2009_2018_PA
2009-11-11:23:00,11/11/2009,24,1, ,MGSET_01_2009_2018_PA
2009-11-12:0:00,12/11/2009,1,0.95, ,MGSET_01_2009_2018_PA
2009-11-12:1:00,12/11/2009,2,0.93, ,MGSET_01_2009_2018_PA
2009-11-12:2:00,12/11/2009,3,0.86, ,MGSET_01_2009_2018_PA
2009-11-12:3:00,12/11/2009,4,0.78, ,MGSET_01_2009_2018_PA
2009-11-12:4:00,12/11/2009,5,0.65, ,MGSET_01_2009_2018_PA
2009-11-12:5:00,12/11/2009,6,0.6, ,MGSET_01_2009_2018_PA
2009-11-12:6:00,12/11/2009,7,0.6, ,MGSET_01_2009_2018_PA
2009-11-12:7:00,12/11/2009,8,0.63, ,MGSET_01_2009_2018_PA
